subject,predicate,object
8700,来源地是,中国
8700,类型是,绘画
8700,媒介是,绢本设色
8704,尺寸是,W（总宽度）：13厘米（5 1/8英寸）
8704,现藏博物馆是,史密森尼学会
8704,来源地是,中国湖南省长沙市
8704,类型是,武器与装备
8703,尺寸是,高 x 宽：25.8 x 29.1厘米（10 3/16 x 11 7/16英寸）
8703,现藏博物馆是,史密森尼学会
8703,来源地是,中国
8703,类型是,船只
8703,媒介是,铁彩陶器
8705,现藏博物馆是,史密森尼学会
8705,来源地是,中国长沙墓地
8705,类型是,武器与装备
8705,媒介是,漆
8702,创作者是,李唐
8702,尺寸是,H x W（图像）：30 x 48 厘米（11 13/16 x 18 7/8 英寸）
8702,现藏博物馆是,史密森尼学会
8702,来源地是,中国
8702,类型是,绘画
8702,媒介是,纸本水墨设色
8708,尺寸是,高 x 宽（整体）：1.8 x 1.3 厘米（11/16 x 1/2 英寸）
8708,现藏博物馆是,史密森尼学会
8708,来源地是,中国长沙墓地
8708,类型是,未分类
8706,尺寸是,高 × 直径：0.2 × 2.5 厘米（1/16 × 1 英寸）
8706,现藏博物馆是,史密森尼学会
8706,来源地是,中国
8706,类型是,珠宝与饰品
8706,媒介是,金属
8707,现藏博物馆是,史密森尼学会
8707,来源地是,中国
8707,类型是,船只
8707,媒介是,青白釉瓷
8710,尺寸是,高 x 宽（整体）：1.1 x 2.3 厘米（7/16 x 7/8 英寸）
8710,现藏博物馆是,史密森尼学会
8710,来源地是,中国长沙墓北门
8710,类型是,工具与设备
8713,尺寸是,高 x 宽（整体）：8.3 x 4.5 厘米（3 1/4 x 1 3/4 英寸）
8713,现藏博物馆是,史密森尼学会
8713,来源地是,中国长沙古墓遗址
8713,类型是,工具与设备
8709,尺寸是,高 x 直径：3.2 x 2.5 厘米（1 1/4 x 1 英寸）
8709,现藏博物馆是,史密森尼学会
8709,来源地是,中国
8709,类型是,工具与设备
8709,媒介是,青铜
8711,尺寸是,高 x 直径（整体）：0.5 x 13.7 厘米（3/16 x 5 3/8 英寸）
8711,现藏博物馆是,史密森尼学会
8711,来源地是,中国
8711,类型是,仪式用品
8711,媒介是,玉
8712,尺寸是,高x宽x深：25 x 20.3 x 20.3厘米（9 13/16 x 8 x 8英寸）
8712,现藏博物馆是,史密森尼学会
8712,来源地是,中国
8712,类型是,雕塑
8712,媒介是,深灰色细粒石灰岩
8716,尺寸是,高 x 宽 x 深（整体）：3.5 x 2.2 x 4.3 厘米（1 3/8 x 7/8 x 1 11/16 英寸）
8716,现藏博物馆是,史密森尼学会
8716,来源地是,中国长沙墓北门
8716,类型是,船只
8714,尺寸是,高 x 宽：9.3 x 2.2 厘米（3 11/16 x 7/8 英寸）
8714,现藏博物馆是,史密森尼学会
8714,来源地是,中国
8714,类型是,工具与设备
8714,媒介是,烟灰与胶水混合金绿颜料和漆
8717,尺寸是,高 x 宽（整体）：4.6 x 3.7 厘米（1 13/16 x 1 7/16 英寸）
8717,现藏博物馆是,史密森尼学会
8717,来源地是,中国长沙墓北门
8717,类型是,天然材料
8717,媒介是,牙齿
8715,尺寸是,高x宽x深（整体）：12 x 5.6 x 0.6厘米（4 3/4 x 2 3/16 x 1/4英寸）
8715,现藏博物馆是,史密森尼学会
8715,来源地是,中国
8715,类型是,仪式用品
8715,媒介是,玉
8718,尺寸是,高 x 宽 x 深（整体）：3.7 x 1.5 x 2 厘米（1 7/16 x 9/16 x 13/16 英寸）
8718,现藏博物馆是,史密森尼学会
8718,来源地是,中国
8718,类型是,珠宝与饰品
8718,媒介是,玉
8719,尺寸是,高 x 宽 x 深：0.3 x 9 x 9 厘米（1/8 x 3 9/16 x 3 9/16 英寸）
8719,现藏博物馆是,史密森尼学会
8719,来源地是,中国
8719,类型是,书
8719,媒介是,玉
8719,媒介是,金粉
8721,尺寸是,高 x 宽（整体）：2.7 x 3.2 厘米（1 1/16 x 1 1/4 英寸）
8721,现藏博物馆是,史密森尼学会
8721,来源地是,中国长沙墓北门
8721,类型是,未分类
8720,尺寸是,高 x 宽（整体）：12.5 x 10.3 厘米（4 15/16 x 4 1/16 英寸）
8720,现藏博物馆是,史密森尼学会
8720,来源地是,中国长沙墓北门
8720,类型是,天然材料
8720,媒介是,石头
8723,尺寸是,直径（整体）：121.5厘米（47 13/16英寸）
8723,现藏博物馆是,史密森尼学会
8723,来源地是,中国长沙墓北门
8723,类型是,镜子
8722,尺寸是,直径 x 深度：16.4 x 1.2 厘米（6 7/16 x 1/2 英寸）
8722,现藏博物馆是,史密森尼学会
8722,来源地是,中国
8722,类型是,镜子
8722,媒介是,青铜
8726,现藏博物馆是,史密森尼学会
8726,来源地是,中国江西省景德镇
8726,类型是,船只
8726,媒介是,透明釉下钴料瓷器
8724,尺寸是,高 x 宽 x 深：2.4 x 1.9 x 0.6 厘米（15/16 x 3/4 x 1/4 英寸）
8724,现藏博物馆是,史密森尼学会
8724,来源地是,中国
8724,类型是,珠宝与饰品
8724,媒介是,玉石（滑石）
8725,尺寸是,高×宽×深（整体）：7×3.8×2.2厘米（2又3/4×1又1/2×7/8英寸）
8725,现藏博物馆是,史密森尼学会
8725,来源地是,中国
8725,类型是,雕塑
8725,媒介是,鎏金青铜
8727,现藏博物馆是,史密森尼学会
8727,来源地是,中国江西省景德镇
8727,类型是,船只
8727,媒介是,透明釉下钴料瓷器
8728,尺寸是,高 x 宽 x 深：15.1 x 152 x 17.1 厘米（5 15/16 x 59 13/16 x 6 3/4 英寸）
8728,现藏博物馆是,史密森尼学会
8728,来源地是,中国
8728,类型是,雕塑
8728,媒介是,彩绘陶器
8729,尺寸是,直径（整体）：11.1厘米（4 3/8英寸）
8729,现藏博物馆是,史密森尼学会
8729,来源地是,中国湖南省长沙市
8729,类型是,镜子
8731,现藏博物馆是,史密森尼学会
8731,来源地是,中国江西省景德镇
8731,类型是,船只
8731,媒介是,透明釉下钴料瓷器
8730,尺寸是,高 x 宽（整体）：11 x 6.7 厘米（4 5/16 x 2 5/8 英寸）
8730,现藏博物馆是,史密森尼学会
8730,来源地是,中国
8730,类型是,未分类
8730,媒介是,陶器
8733,现藏博物馆是,史密森尼学会
8733,来源地是,中国浙江省杭州市郊坛下窑址
8733,类型是,船只
8733,媒介是,官釉炻器
8732,尺寸是,直径（整体）：14.1厘米（5 9/16英寸）
8732,现藏博物馆是,史密森尼学会
8732,来源地是,中国湖南省长沙市
8732,类型是,镜子
8735,尺寸是,高 x 宽（整体）：105.4 x 68.2 厘米（41 1/2 x 26 7/8 英寸）
8735,现藏博物馆是,史密森尼学会
8735,来源地是,中国
8735,类型是,摩擦
8735,媒介是,纸上墨迹
8734,创作者是,李成
8734,尺寸是,H x W（图像）：128.3 x 72.6 厘米（50 1/2 x 28 9/16 英寸）
8734,现藏博物馆是,史密森尼学会
8734,来源地是,中国
8734,类型是,绘画
8734,媒介是,挂轴
8734,媒介是,绢本设色
8737,尺寸是,H x 直径(1): 2 x 1.2 厘米 (13/16 x 1/2 英寸)
8737,现藏博物馆是,史密森尼学会
8737,来源地是,中国
8737,类型是,家具与装饰
8737,媒介是,镀金青铜
8736,尺寸是,高 x 直径（整体）：6.7 x 6.8 厘米（2 5/8 x 2 11/16 英寸）
8736,现藏博物馆是,史密森尼学会
8736,来源地是,中国南方
8736,类型是,船只
8736,媒介是,铁褐釉炻器
8740,尺寸是,高 x 宽（整体）：6.2 x 6.7 厘米（2 7/16 x 2 5/8 英寸）
8740,现藏博物馆是,史密森尼学会
8740,来源地是,中国长沙墓北门
8740,类型是,面具
8741,尺寸是,直径（整体）：2.7厘米（1 1/16英寸）
8741,现藏博物馆是,史密森尼学会
8741,来源地是,中国长沙古墓遗址
8741,类型是,玩具与娱乐
8741,媒介是,陶器
8738,尺寸是,高 x 宽 x 深：27.1 x 1.6 x 2 厘米（10 11/16 x 5/8 x 13/16 英寸）
8738,现藏博物馆是,史密森尼学会
8738,来源地是,中国
8738,类型是,工具与设备
8738,媒介是,竹
8738,媒介是,象牙
8738,媒介是,金属与黄金
8739,尺寸是,H x W（无孔拓印用垫窗尺寸：0.1）：123.8 x 109.2厘米（48 3/4 x 43英寸）
8739,现藏博物馆是,史密森尼学会
8739,来源地是,中国河北省响堂山
8739,类型是,摩擦
8739,媒介是,纸上墨迹
8743,尺寸是,高 x 宽（整体）：11 x 8.2 厘米（4 5/16 x 3 1/4 英寸）
8743,现藏博物馆是,史密森尼学会
8743,来源地是,中国
8743,类型是,船只
8743,媒介是,陶器
8742,尺寸是,高 x 宽 x 深（整体）：7.5 x 5.5 x 5 厘米（2 15/16 x 2 3/16 x 1 15/16 英寸）
8742,现藏博物馆是,史密森尼学会
8742,来源地是,中国
8742,类型是,雕塑
8742,媒介是,萤石
8744,尺寸是,H x W：7.8 x 1.9 厘米（3 1/16 x 3/4 英寸）
8744,现藏博物馆是,史密森尼学会
8744,来源地是,中国安徽省
8744,类型是,工具和设备
8744,媒介是,烟灰与胶水混合金绿颜料和漆
8745,现藏博物馆是,史密森尼学会
8745,来源地是,中国长沙古墓遗址
8745,类型是,天然材料
8747,尺寸是,高 x 宽（整体）：7.1 x 8.6 厘米（2 13/16 x 3 3/8 英寸）
8747,现藏博物馆是,史密森尼学会
8747,来源地是,中国湖南省长沙市墓
8747,类型是,面具
8746,尺寸是,高 x 宽 x 深：174 x 99 x 54 厘米（68 1/2 x 39 x 21 1/4 英寸）
8746,现藏博物馆是,史密森尼学会
8746,来源地是,中国
8746,类型是,家具与装饰
8746,媒介是,硬木：中国紫檀（可能是黄花梨）
8746,媒介是,金属配件
8751,尺寸是,直径（盘子）：7.6厘米（3英寸）
8751,现藏博物馆是,史密森尼学会
8751,来源地是,中国长沙墓北门
8751,类型是,测量设备
8750,尺寸是,高 x 直径（整体）：0.8 x 13.2 厘米（5/16 x 5 3/16 英寸）
8750,现藏博物馆是,史密森尼学会
8750,来源地是,中国
8750,类型是,仪式用品
8750,媒介是,玉
8748,尺寸是,高×宽×深：1.9 × 8.2 × 0.4 厘米（3/4 × 3 1/4 × 3/16 英寸）
8748,现藏博物馆是,史密森尼学会
8748,来源地是,安阳，可能位于中国河南省
8748,类型是,珠宝与饰品
8748,媒介是,玉（软玉）
8752,尺寸是,H x W: 15.8 x 10.2 厘米（6 1/4 x 4 英寸）
8752,现藏博物馆是,史密森尼学会
8752,来源地是,中国河南省、河北省或陕西省
8752,类型是,雕塑
8752,媒介是,铅釉陶器
8753,尺寸是,高 x 宽 x 深：26 x 171 x 16.8 厘米（10 1/4 x 67 5/16 x 6 5/8 英寸）
8753,现藏博物馆是,史密森尼学会
8753,来源地是,中国
8753,类型是,雕塑
8753,媒介是,冷彩陶器
8754,现藏博物馆是,史密森尼学会
8754,来源地是,中国
8754,类型是,船只
8754,媒介是,透明淡蓝（青白）釉瓷器
8749,创作者是,吴冬麦
8749,尺寸是,H x W（图像）：18.4 x 49.2 厘米（7 1/4 x 19 3/8 英寸）
8749,现藏博物馆是,史密森尼学会
8749,来源地是,中国
8749,类型是,书法
8749,媒介是,纸本水墨设色
8755,尺寸是,高 x 宽 x 深：13.9 x 5.5 x 1.5 厘米（5 1/2 x 2 3/16 x 9/16 英寸）
8755,现藏博物馆是,史密森尼学会
8755,来源地是,中国
8755,类型是,武器与装备
8755,媒介是,青铜
8756,现藏博物馆是,史密森尼学会
8756,来源地是,中国江西省景德镇
8756,类型是,船只
8756,媒介是,透明釉下钴料瓷器
8757,尺寸是,高 x 宽 x 深：0.8 x 2.6 x 2 厘米（5/16 x 1 x 13/16 英寸）
8757,现藏博物馆是,史密森尼学会
8757,来源地是,中国江西省或福建省
8757,类型是,未分类
8757,媒介是,透明釉下钴料瓷器
8758,现藏博物馆是,史密森尼学会
8758,来源地是,中国江西省景德镇
8758,类型是,船只
8758,媒介是,透明釉下钴料瓷器
8760,尺寸是,高x宽x深：5.3 x 2.9 x 0.5厘米（2又1/16 x 1又1/8 x 3/16英寸）
8760,现藏博物馆是,史密森尼学会
8760,来源地是,中国
8760,类型是,珠宝与饰品
8760,媒介是,玉
8763,现藏博物馆是,史密森尼学会
8763,来源地是,中国江西省景德镇
8763,类型是,船只
8763,媒介是,透明釉下钴料瓷器
8759,尺寸是,高 x 宽 x 深：5.3 x 3.5 x 2.9 厘米（2 1/16 x 1 3/8 x 1 1/8 英寸）
8759,现藏博物馆是,史密森尼学会
8759,来源地是,中国
8759,类型是,珠宝与饰品
8759,媒介是,镀金玻璃与青铜
8761,尺寸是,高 x 宽 x 深：5 x 4.4 x 1.7 厘米（1 15/16 x 1 3/4 x 11/16 英寸）
8761,现藏博物馆是,史密森尼学会
8761,来源地是,中国
8761,类型是,雕塑
8761,媒介是,葡萄石
8762,创作者是,何绍基
8762,尺寸是,高 x 宽：24.9 x 14.3 厘米（9 13/16 x 5 5/8 英寸）
8762,现藏博物馆是,史密森尼学会
8762,来源地是,中国
8762,类型是,书法
8762,媒介是,纸上墨迹
8765,尺寸是,高 x 宽：12.8 x 6.7 厘米（5 1/16 x 2 5/8 英寸）
8765,现藏博物馆是,史密森尼学会
8765,来源地是,中国江西省景德镇
8765,类型是,船只
8765,媒介是,彩绘透明无色釉瓷器
8766,尺寸是,直径 x D：27.2 x 1.7 厘米（10 11/16 x 11/16 英寸）
8766,现藏博物馆是,史密森尼学会
8766,来源地是,中国
8766,类型是,镜子
8766,媒介是,青铜
8766,媒介是,黄金
8766,媒介是,白银
8766,媒介是,漆器
8768,尺寸是,直径 x 深度：11.2 x 1.3 厘米（4 7/16 x 1/2 英寸）
8768,现藏博物馆是,史密森尼学会
8768,来源地是,中国
8768,类型是,镜子
8768,媒介是,青铜
8769,尺寸是,高 x 直径（整体）：6 x 10.2 厘米（2 3/8 x 4 英寸）
8769,现藏博物馆是,史密森尼学会
8769,来源地是,中国
8769,类型是,船只
8767,现藏博物馆是,史密森尼学会
8767,来源地是,中国江西省景德镇
8767,类型是,船只
8767,媒介是,透明釉下钴料瓷器
8764,尺寸是,高 x 宽 x 深（整体）：3.3 x 1.5 x 6.2 厘米（1 5/16 x 9/16 x 2 7/16 英寸）
8764,现藏博物馆是,史密森尼学会
8764,来源地是,中国
8764,类型是,珠宝与饰品
8764,媒介是,玉
8770,尺寸是,高×直径：0.1 × 2.3 厘米（1/16 × 7/8 英寸）
8770,现藏博物馆是,史密森尼学会
8770,来源地是,中国广东省
8770,类型是,交换媒体
8770,媒介是,银
8771,现藏博物馆是,史密森尼学会
8771,来源地是,中国江西省景德镇
8771,类型是,船只
8771,媒介是,透明釉下钴料瓷器
8772,尺寸是,高×宽×深（整体）：45.2×5.7×4厘米（17又13/16×2又1/4×1又9/16英寸）
8772,现藏博物馆是,史密森尼学会
8772,来源地是,中国
8772,类型是,武器与装备
8772,媒介是,青铜嵌金与织物残片
8773,尺寸是,高 x 宽：14.4 x 15 厘米（5 11/16 x 5 7/8 英寸）
8773,现藏博物馆是,史密森尼学会
8773,来源地是,中国
8773,类型是,容器
8773,媒介是,竹子
8774,尺寸是,高 x 直径（整体）：1.6 x 7.1 厘米（5/8 x 2 13/16 英寸）
8774,现藏博物馆是,史密森尼学会
8774,来源地是,中国
8774,类型是,船只
8774,媒介是,陶器
8778,现藏博物馆是,史密森尼学会
8778,来源地是,中国江西省景德镇
8778,类型是,船只
8778,媒介是,透明釉下钴料瓷器
8775,尺寸是,高×直径（整体）：20.5 × 21.5 厘米（8 1/16 × 8 7/16 英寸）
8775,现藏博物馆是,史密森尼学会
8775,来源地是,中国
8775,类型是,船只
8775,媒介是,青铜镶嵌铜和孔雀石
8776,尺寸是,高×宽×深（整体）：5.8×1.7×0.4厘米（2又5/16×11/16×3/16英寸）
8776,现藏博物馆是,史密森尼学会
8776,来源地是,中国
8776,类型是,珠宝与饰品
8776,媒介是,玉
8780,现藏博物馆是,史密森尼学会
8780,来源地是,中国
8780,类型是,船舶
8780,媒介是,青铜
8777,尺寸是,高 x 宽 x 深：0.3 x 9 x 9 厘米（1/8 x 3 9/16 x 3 9/16 英寸）
8777,现藏博物馆是,史密森尼学会
8777,来源地是,中国
8777,类型是,书
8777,媒介是,玉
8777,媒介是,金粉
8779,尺寸是,高 x 宽 x 深：0.3 x 9 x 9 厘米（1/8 x 3 9/16 x 3 9/16 英寸）
8779,现藏博物馆是,史密森尼学会
8779,来源地是,中国
8779,类型是,书
8779,媒介是,玉石
8779,媒介是,金粉
8781,尺寸是,高x宽x深：28.9 x 12.4 x 1.3厘米（11 3/8 x 4 7/8 x 1/2英寸）
8781,现藏博物馆是,史密森尼学会
8781,来源地是,中国
8781,类型是,未分类
8781,媒介是,带有黑白颜料的木材
8784,现藏博物馆是,史密森尼学会
8784,来源地是,中国
8784,类型是,船只
8783,现藏博物馆是,史密森尼学会
8783,来源地是,中国浙江省杭州市郊坛下窑址
8783,类型是,船只
8783,媒介是,官釉炻器
8782,尺寸是,高 x 宽 x 深：28 x 4.7 x 2.8 厘米（11 x 1 7/8 x 1 1/8 英寸）
8782,现藏博物馆是,史密森尼学会
8782,来源地是,中国云南省
8782,类型是,武器与装备
8782,媒介是,青铜
8786,尺寸是,W（整体）：2.2厘米（7/8英寸）
8786,现藏博物馆是,史密森尼学会
8786,来源地是,中国长沙墓北门
8786,类型是,珠宝与饰品
8786,媒介是,水晶
8787,尺寸是,高 x 宽（整体）：2.2 x 1.4 厘米（7/8 x 9/16 英寸）
8787,现藏博物馆是,史密森尼学会
8787,来源地是,中国长沙墓北门
8787,类型是,珠宝与饰品
8785,尺寸是,高×直径（整体）：6.2×20.8厘米（2 7/16×8 3/16英寸）
8785,现藏博物馆是,史密森尼学会
8785,来源地是,中国浙江省龙泉市龙泉窑
8785,类型是,船只
8785,媒介是,青釉炻器
8788,现藏博物馆是,史密森尼学会
8788,来源地是,中国江西省景德镇
8788,类型是,船只
8788,媒介是,透明釉下钴料瓷器
8790,尺寸是,最大直径：1厘米（3/8英寸）
8790,现藏博物馆是,史密森尼学会
8790,来源地是,中国长沙墓北门
8790,类型是,珠宝与饰品
8790,媒介是,玻璃
8789,尺寸是,高 x 宽 x 深（整体）：34 x 12.5 x 12.3 厘米（13 3/8 x 4 15/16 x 4 13/16 英寸）
8789,现藏博物馆是,史密森尼学会
8789,来源地是,中国
8789,类型是,仪式用品
8789,媒介是,玉（蛇纹石）
8791,尺寸是,直径（整体）：2.7厘米（1 1/16英寸）
8791,现藏博物馆是,史密森尼学会
8791,来源地是,中国长沙墓北门
8791,类型是,玩具与娱乐
8792,现藏博物馆是,史密森尼学会
8792,来源地是,中国
8792,类型是,船只
8792,媒介是,青铜
8795,尺寸是,高x宽x深（整体）：11 x 2.9 x 0.3厘米（4 5/16 x 1 1/8 x 1/8英寸）
8795,现藏博物馆是,史密森尼学会
8795,来源地是,中国
8795,类型是,珠宝与饰品
8795,媒介是,玉
8793,尺寸是,高 x 宽 x 深：0.3 x 9 x 9 厘米（1/8 x 3 9/16 x 3 9/16 英寸）
8793,现藏博物馆是,史密森尼学会
8793,来源地是,中国
8793,类型是,书
8793,媒介是,玉
8793,媒介是,金粉
8797,现藏博物馆是,史密森尼学会
8797,来源地是,中国江西省景德镇
8797,类型是,船只
8797,媒介是,透明釉下钴料瓷器
8796,尺寸是,高×宽×深（整体）：7.7×5.5×2厘米（3 1/16×2 3/16×13/16英寸）
8796,现藏博物馆是,史密森尼学会
8796,来源地是,中国
8796,类型是,珠宝与饰品
8796,媒介是,银
8794,尺寸是,高 x 宽 x 深：0.3 x 9 x 9 厘米（1/8 x 3 9/16 x 3 9/16 英寸）
8794,现藏博物馆是,史密森尼学会
8794,来源地是,中国
8794,类型是,书
8794,媒介是,玉
8794,媒介是,金粉
8799,尺寸是,高×宽×深（整体）：2.9×1.8×2.2厘米（1又1/8×11/16×7/8英寸）
8799,现藏博物馆是,史密森尼学会
8799,来源地是,中国
8799,类型是,珠宝与饰品
8799,媒介是,绿松石
8798,尺寸是,整体尺寸（高×宽×深）：13.2 × 2.9 × 0.4 厘米（5 3/16 × 1 1/8 × 3/16 英寸）
8798,现藏博物馆是,史密森尼学会
8798,来源地是,中国
8798,类型是,仪式用品
8798,媒介是,玉
8801,尺寸是,高 x 宽（整体）：6.4 x 8 厘米（2 1/2 x 3 1/8 英寸）
8801,现藏博物馆是,史密森尼学会
8801,来源地是,中国
8801,类型是,船只
8801,媒介是,陶器
8800,尺寸是,高 x 宽 x 深 (.1): 3.5 x 11.2 x 11.1 厘米 (1 3/8 x 4 7/16 x 4 3/8 英寸)
8800,现藏博物馆是,史密森尼学会
8800,来源地是,中国
8800,类型是,船只
8800,媒介是,青铜
8802,尺寸是,最大直径：0.3厘米（1/8英寸）
8802,现藏博物馆是,史密森尼学会
8802,来源地是,中国长沙墓北门
8802,类型是,珠宝与饰品
8802,媒介是,玻璃
8803,现藏博物馆是,史密森尼学会
8803,来源地是,中国江西省景德镇
8803,类型是,船只
8803,媒介是,透明釉下钴料瓷器
8804,尺寸是,高 x 宽（整体）：3.6 x 3 厘米（1 7/16 x 1 3/16 英寸）
8804,现藏博物馆是,史密森尼学会
8804,来源地是,中国长沙墓北门
8804,类型是,未分类
8804,媒介是,石头
8808,尺寸是,直径（总长）：3厘米（1又3/16英寸）
8808,现藏博物馆是,史密森尼学会
8808,来源地是,中国长沙墓北门
8808,类型是,玩具与娱乐
8807,现藏博物馆是,史密森尼学会
8807,来源地是,中国
8807,类型是,书法
8807,媒介是,纸上墨迹
8805,尺寸是,高 x 宽 x 深：6 x 8 x 3.5 厘米（2 3/8 x 3 1/8 x 1 3/8 英寸）
8805,现藏博物馆是,史密森尼学会
8805,来源地是,中国河南省安阳市
8805,类型是,船只
8805,媒介是,素烧白陶
8811,尺寸是,高 x 宽（整体）：2.2 x 2.2 厘米（7/8 x 7/8 英寸）
8811,现藏博物馆是,史密森尼学会
8811,来源地是,中国长沙墓北门
8811,类型是,未分类
8809,尺寸是,高 x 宽 x 深：1.5 x 1.6 x 2.1厘米（9/16 x 5/8 x 13/16英寸）
8809,现藏博物馆是,史密森尼学会
8809,来源地是,中国
8809,类型是,珠宝与饰品
8809,媒介是,琥珀
8806,创作者是,龚贤
8806,尺寸是,H x W（图像）：20.4 x 33.8 厘米（8 1/16 x 13 5/16 英寸）
8806,现藏博物馆是,史密森尼学会
8806,来源地是,中国
8806,类型是,绘画
8806,媒介是,册页
8806,媒介是,纸本水墨
8810,尺寸是,高 x 直径（整体）：3.9 x 7.2 厘米（1 9/16 x 2 13/16 英寸）
8810,现藏博物馆是,史密森尼学会
8810,来源地是,中国
8810,类型是,船只
8810,媒介是,玉
8812,尺寸是,直径（总长）：4厘米（1又9/16英寸）
8812,现藏博物馆是,史密森尼学会
8812,来源地是,中国长沙墓北门
8812,类型是,仪式用品
8812,媒介是,玻璃
8813,尺寸是,高 x 宽：5.5 x 12.4 厘米（2 3/16 x 4 7/8 英寸）
8813,现藏博物馆是,史密森尼学会
8813,来源地是,中国福建省
8813,类型是,船只
8813,媒介是,炻器
8813,媒介是,铁釉未充分烧制
8813,媒介是,金属边缘
8815,尺寸是,高x宽x深（整体）：8.2 x 5.8 x 0.2厘米（3 1/4 x 2 5/16 x 1/16英寸）
8815,现藏博物馆是,史密森尼学会
8815,来源地是,中国
8815,类型是,仪式用品
8815,媒介是,玉
8816,尺寸是,高 x 宽：18.8 x 8.3 厘米（7 3/8 x 3 1/4 英寸）
8816,现藏博物馆是,史密森尼学会
8816,来源地是,中国
8816,类型是,船只
8816,媒介是,施釉过厚的钧窑风格炻器
8814,创作者是,黄苗子
8814,尺寸是,高 x 宽：180.3 x 53.2 厘米（71 x 20 15/16 英寸）
8814,现藏博物馆是,史密森尼学会
8814,来源地是,中国
8814,类型是,书法
8814,媒介是,挂轴
8814,媒介是,纸本水墨
8818,尺寸是,高 x 宽（整体）：5.3 x 3.7 厘米（2 1/16 x 1 7/16 英寸）
8818,现藏博物馆是,史密森尼学会
8818,来源地是,中国长沙墓北门
8818,类型是,珠宝与饰品
8817,尺寸是,高 x 宽 x 深：3.1 x 5.2 x 0.8 厘米（1 1/4 x 2 1/16 x 5/16 英寸）
8817,现藏博物馆是,史密森尼学会
8817,来源地是,中国
8817,类型是,珠宝与饰品
8817,媒介是,玉（软玉）
8819,尺寸是,高 x 宽（整体）：4.5 x 2.9 厘米（1 3/4 x 1 1/8 英寸）
8819,现藏博物馆是,史密森尼学会
8819,来源地是,中国长沙墓北门
8819,类型是,面具
8820,现藏博物馆是,史密森尼学会
8820,来源地是,中国江西省景德镇
8820,类型是,船只
8820,媒介是,透明釉下钴料瓷器
8822,尺寸是,高x宽x深（整体）：5.3 x 6.5 x 1.3厘米（2 1/16 x 2 9/16 x 1/2英寸）
8822,现藏博物馆是,史密森尼学会
8822,来源地是,中国
8822,类型是,珠宝与饰品
8822,媒介是,玉
8821,尺寸是,高 x 宽：6 x 29 厘米（2 3/8 x 11 7/16 英寸）
8821,现藏博物馆是,史密森尼学会
8821,来源地是,中国
8821,类型是,船只
8821,媒介是,铅硅酸盐釉下白泥陶器
8823,尺寸是,高 x 宽 x 深：2 x 4.6 x 0.4 厘米（13/16 x 1 13/16 x 3/16 英寸）
8823,现藏博物馆是,史密森尼学会
8823,来源地是,中国
8823,类型是,珠宝与饰品
8823,媒介是,玉（软玉）
8826,尺寸是,H（总高）：12.1厘米（4 3/4英寸）
8826,现藏博物馆是,史密森尼学会
8826,来源地是,中国长沙墓北门
8826,类型是,镜子
8824,尺寸是,高 x 宽 x 深（整体）：2 x 1.7 x 0.5 厘米（13/16 x 11/16 x 3/16 英寸）
8824,现藏博物馆是,史密森尼学会
8824,来源地是,中国
8824,类型是,珠宝与饰品
8824,媒介是,玉
8828,尺寸是,高 x 宽 x 深（整体）：32.2 x 12.3 x 0.7 厘米（12 11/16 x 4 13/16 x 1/4 英寸）
8828,现藏博物馆是,史密森尼学会
8828,来源地是,中国
8828,类型是,仪式用品
8828,媒介是,玉（蛇纹石）
8827,尺寸是,高 x 直径（整体）：5.2 x 2.2 厘米（2 1/16 x 7/8 英寸）
8827,现藏博物馆是,史密森尼学会
8827,来源地是,中国
8827,类型是,珠宝与饰品
8827,媒介是,玉
8832,尺寸是,W（总宽度）：20.8厘米（8 3/16英寸）
8832,现藏博物馆是,史密森尼学会
8832,来源地是,中国长沙墓北门
8832,类型是,工具与设备
8825,创作者是,程君房
8825,尺寸是,高 x 直径：2 x 12.6 厘米（13/16 x 4 15/16 英寸）
8825,现藏博物馆是,史密森尼学会
8825,来源地是,中国
8825,类型是,工具与设备
8825,媒介是,烟灰
8825,媒介是,动物胶
8825,媒介是,金
8825,媒介是,银和红色颜料
8830,现藏博物馆是,史密森尼学会
8830,来源地是,中国江西省景德镇
8830,类型是,船只
8830,媒介是,透明釉下钴料瓷器
8831,尺寸是,高x宽x深（整体）：1.5 x 2.2 x 2厘米（9/16 x 7/8 x 13/16英寸）
8831,现藏博物馆是,史密森尼学会
8831,来源地是,中国
8831,类型是,珠宝与饰品
8831,媒介是,玉
8833,现藏博物馆是,史密森尼学会
8833,来源地是,中国
8833,类型是,船只
8833,媒介是,铸铜
8834,尺寸是,高 x 宽（整体）：3.2 x 2.3 厘米（1 1/4 x 7/8 英寸）
8834,现藏博物馆是,史密森尼学会
8834,来源地是,中国
8834,类型是,未分类
8834,媒介是,陶器
8840,现藏博物馆是,史密森尼学会
8840,来源地是,中国？
8840,类型是,船只
8829,尺寸是,高 x 宽 x 深（整体）：3.1 x 3.3 x 0.7 厘米（1 1/4 x 1 5/16 x 1/4 英寸）
8829,现藏博物馆是,史密森尼学会
8829,来源地是,中国
8829,类型是,珠宝与饰品
8829,媒介是,玉
8835,现藏博物馆是,史密森尼学会
8835,来源地是,中国江西省景德镇
8835,类型是,船只
8835,媒介是,透明釉下钴料瓷器
