Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Fragment of wall of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3670.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-559_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3671.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-585_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3672.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-594_1
Miniature disk (bi),,China,ca. 2000-1050 BCE,Jade,H x Diam (overall): 0.3 x 4.4 cm (1/8 x 1 3/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3673.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7649_30
Head of a human,,China,,Jade,H x W x D (overall): 2.9 x 2.9 x 0.6 cm (1 1/8 x 1 1/8 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Sculpture,,,,,All_images1.0\image3674.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7646_16
Wooden Horse and Rider,,China,16th-17th century,Wood,H x W: 36.1 x 14.2 cm (14 3/16 x 5 9/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3675.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5127_04
"Bowl, deep, octagonal with slight flare",,China,,,,Gift of Mrs. Gardner Palmer,,,Vessel,,,,,All_images1.0\image3676.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2788_1-000001
Ornament,,China,206 BCE-220 CE,"Bronze, rock crystal, fiber",H x Diam (overall): 5.4 x 2.9 cm (2 1/8 x 1 1/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.1",,,Jewelry and Ornament,,,,,All_images1.0\image3677.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8078_21
Buddha torso engraved with the Realms of Existence,,China,550-618; rubbing; 20th century,Ink on paper,H x W (a): 173 x 86 cm (68 1/8 x 33 7/8 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image3678.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1980.86.1a-h_003
sherd; appears to be part of same part of rim and cavetto as FSC-P-2700 and -2701,,China,ca. 1740,Porcelain with cobalt pigment under clear glaze,,Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images1.0\image3679.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2702_1
Base and wall of dish (fragment),,"Jiaotanxia kiln site, Hangzhou, Zhejiang province, China",1127-1279,Stoneware with Guan glaze,,Gift of C. T. Loo,,,Vessel,,,,,All_images1.0\image3680.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-273v2
Finial with an animal mask,,China,ca. 1050-771 BCE,Bronze,H x W: 11.4 x 12.2 cm (4 1/2 x 4 13/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3681.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7728_20
"Set of rubbings of an excerpt from the ""Sutra of Immeasurable Meanings"" (Wuliangyi jing), carved 6th century, Xiangtangshan northern group of caves, South Cave, interior west wall",,"Xiangtangshan, Hebei province, China",,Ink on paper,H x W (1): 136.5 x 113.7 cm (53 3/4 x 44 3/4 in),Purchase — Charles Lang Freer Endowment,,,Rubbing,,,,,All_images1.0\image3682.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7912_19
Cizhou ware jar,,"Shanxi province, China",late 14th-15th century,Stoneware with iron glaze,H x Diam: 31.6 x 33.4 cm (12 7/16 x 13 1/8 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image3683.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6177_01
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3684.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-605_1
Leg from tui,,"North Gate of Changsha Tomb, China",,,H x W (overall): 6.7 x 5.1 cm (2 5/8 x 2 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image3685.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-588_1
Plaque with taotie,,China,ca. 1300-1050 BCE,Jade,H x W x D (overall): 2.6 x 2.5 x 1.3 cm (1 x 1 x 1/2 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3686.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7645_43
Inksticks (set of four),,China,1871,Soot and glue with gold pigment and lacquer,H x W: 9 x 1.8 cm (3 9/16 x 11/16 in),Gift of Marguerite Church,,,Tool and Equipment,,,,,All_images1.0\image3687.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_15
Miniature vessel foot surmounted by monster mask,,"North Gate of Changsha Tomb, China",,,H x W (overall): 2.5 x 2.9 cm (1 x 1 1/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image3688.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-594_1
"Bead in the form of an animal, one of a pair",,China,25-220,Amber,H x W x D: 1.3 x 1.2 x 1.7 cm (1/2 x 1/2 x 11/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.263.1",,,Jewelry and Ornament,,,,,All_images1.0\image3689.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.263.1_002
Buddhist stele (a) with an attached rubbing (b),,China,681,Gray stone; ink on paper,H x W x D (with tang): 62 x 27 x 10.5 cm (24 7/16 x 10 5/8 x 4 1/8 in),Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images1.0\image3690.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7757_24
Standing Buddha,,China,probably 520-535,Bronze with gilding,H x W x D (overall): 63.7 x 28.8 x 21.8 cm (25 1/16 x 11 5/16 x 8 9/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3691.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7623_34
Pewter container with lid for water,,"Tianjin, China",ca. 1900,"Pewter, quilted blue cotton fabric",H x W: 17.1 x 14.3 cm (6 3/4 x 5 5/8 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image3692.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8537_33
Vase,,"Jingdezhen, Jiangxi province, China",early 18th century,Porcelain with clear colorless glaze,H x Diam: 18.5 × 8.5 cm (7 5/16 × 3 3/8 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image3693.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5128_08
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3694.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-589_1
Kneeling figure of a woman,,China,206 BCE-8 CE,Unglazed earthenware with traces of gesso and pigment,H x W: 49.3 x 24.4 cm (19 7/16 x 9 5/8 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3695.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-2911_20h
Quotation from Su Shi in clerical script,Wang Shimin (1592-1680),China,17th century,Ink on paper,H x W: 72.5 x 50.5 cm (28 9/16 x 19 7/8 in),Purchase — Charles Lang Freer Endowment,,,Calligraphy,,,,,All_images1.0\image3696.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5754_13
Pendant in the form of a seated bear,,China,,Jade,H x W x D (overall): 4.3 x 3.2 x 1.9 cm (1 11/16 x 1 1/4 x 3/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3697.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7856_43
Pendant in the form of an dragon,,China,,Jade,H x W x D (overall): 2 x 5 x 0.7 cm (13/16 x 1 15/16 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3698.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7640_18
Bubble bowl,,"possibly Linru kilns, Henan province, China",12th-mid 13th century,Stoneware with Green Jun glaze,H x Diam: 4.3 x 8.9 cm (1 11/16 x 3 1/2 in),Gift of Diane H. Schafer in honor of Jan Stuart and her service as Curator of Chinese Art at the National Museum of Asian Art,,,Vessel,,,,,All_images1.0\image3699.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7280_44
"Group of miscellaneous objects from Anyang surface (stone, bone, ceramic)",,"Changsha Tomb site, China",,"Stone, ceramic, bone",,Gift of the John Hadley Cox Archaeological Study Collection,,,Natural Material,,,,,All_images1.0\image3700.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-X-15
Circular bead,,China,ca. 2000-1050 BCE,Jade,H x Diam (overall): 0.7 x 4.9 cm (1/4 x 1 15/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3701.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7641_20
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3702.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-598_1
"Seal, oval, fragment",,"North Gate of Changsha Tomb, China",,,W (overall): 2.5 cm (1 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Tool and Equipment,,,,,All_images1.0\image3703.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-597_1
Group of Beads,,"North Gate of Changsha Tomb, China",,Glass,Diam (max.): 0.3 cm (1/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image3704.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8519_16
Animal mask,,China,ca. 1050-771 BCE,Bronze,H x W: 17.4 x 23.4 cm (6 7/8 x 9 3/16 in),Purchase — Charles Lang Freer Endowment,,,Mask,,,,,All_images1.0\image3705.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_04
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3706.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-595_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3707.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-570_1
Spearhead,,"North Gate of Changsha Tomb, China",,,H x W (overall): 15.2 x 3.2 cm (6 x 1 1/4 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Weapon and Armament,,,,,All_images1.0\image3708.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-561
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image3709.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-938_1
"sherd; appears to be part of same fragment of base, cavetto and rim as P-2699 (and contiguous numbers through FSC-P-2704)",,China,ca. 1740,Porcelain with cobalt pigment under clear glaze,,Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images1.0\image3710.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2703_1
"Miniature jar with one loop ear, piece broken from top; possibly a feeding or water cup for a bird cage",,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Vessel,,,,,All_images1.0\image3711.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-855_1
Mirror,,China,1st-2nd century,Lacquered bronze,H x Diam (overall): 0.6 x 16.5 cm (1/4 x 6 1/2 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Mirror,,,,,All_images1.0\image3712.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6075_10
Dagger mount,,"North Gate of Changsha Tomb, China",,Turquoise,H x W (overall): 2.1 x 2.5 cm (13/16 x 1 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Weapon and Armament,,,,,All_images1.0\image3713.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8520_05
sherd; See FSC-P-2699; This may be part of same or similar dish. Part of rim to edge and cavetto. Brown edge on rim,,China,ca. 1740,Porcelain with cobalt pigment under clear glaze,,Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images1.0\image3714.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2704_1
Lamp in the form of a standing figure,,China,late 7th-early 8th century,Bronze,H x W: 24.3 x 21.5 cm (9 9/16 x 8 7/16 in),Purchase — Charles Lang Freer Endowment,,,Furniture and Furnishing,,,,,All_images1.0\image3715.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7652_22
"Ch'in (?) Ball, Gaming piece (?)",,"Changsha Tomb site, China",,Pottery,Diam (overall): 3 cm (1 3/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Toy and Entertainment,,,,,All_images1.0\image3716.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4219
Finial in the form of a kneeling figure,,China,,Jade,H x W x D (overall): 7.7 x 2.8 x 0.3 cm (3 1/16 x 1 1/8 x 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3717.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7644_48
Kneeling figure,,China,,Jade,H x W x D (overall): 4.8 x 2.6 x 3 cm (1 7/8 x 1 x 1 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3718.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7833_23
Hairpins (fragments),,"North Gate of Changsha Tomb, China",220-589,Glass,W (overall): 7.5 cm (2 15/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image3719.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8519_13
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3720.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-600_1
Fragment of rim of bowl with foliate edge,,"Jingdezhen, Jiangxi province, China",late 16th-early 17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3721.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-542_1
Plaque with taotie,,China,ca. 1300-1050 BCE,Jade and turquoise,H x W x D: 1.8 x 1.5 x 1 cm (11/16 x 9/16 x 3/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3722.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6093_03
Garment hook,,China,300-200 BCE,Bronze with turquoise inlay and gilding,H x W x D: 8.8 x 2.3 x 2.1 cm (3 7/16 x 7/8 x 13/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image3723.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7691_22
Old man gazing at branches of magnolia in a vase,Huang Shen 黄慎 (1687-ca. 1772),China,1722,Ink and color on paper,H x W (image): 102 x 40 cm (40 3/16 x 15 3/4 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image3724.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5122_08
Tubular bead,,China,ca. 2000-1050 BCE,Jade,H x Diam (overall): 1.1 x 1 cm (7/16 x 3/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3725.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7640_21
Fragment of dish with design of two fish,,"Jiangxi province, China",1127-1279,Stoneware with oxidized celadon glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image3726.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-115_001
Reading in a Thatched Hut,Xie Shichen (1487-ca. 1561),China,mid 16th century,Hanging scroll mounted on panel; ink and color on silk,H x W (image): 107.4 x 48.6 cm (42 5/16 x 19 1/8 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image3727.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5123_04
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3728.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-562_1
Standing figure of a woman attendant,,China,206 BCE-8 CE,Unglazed earthenware with traces of gesso and pigments,H x W: 66.2 x 24.4 cm (26 1/16 x 9 5/8 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3729.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-2911_17h
Handle of a ting(?),,"North Gate of Changsha Tomb, China",,,H x W (overall): 5.5 x 3.2 cm (2 3/16 x 1 1/4 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images1.0\image3730.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-584_1
"Plaque from a book, The Canon of Yao",,China,18th-early 19th century,"Jade, gold pigment",H x W x D: 0.3 x 9 x 9 cm (1/8 x 3 9/16 x 3 9/16 in),"Transfer from the National Museum of Natural History, Department of Minerology, Smithsonian Institution",,,Book,,,,,All_images1.0\image3731.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6894_09
"Blue-and-white; Fragment of flattened, everted, foliate rim and small area below, of large dish, rather thinly potted",,"Jingdezhen, Jiangxi province, China",late 16th-early 17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3732.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-545_2
Tortoise,Shiqiao,China,17th-early 19th century,Agalmatolite,H x W x D: 4.2 x 7.3 x 14.6 cm (1 5/8 x 2 7/8 x 5 3/4 in),"Transfer from the Department of Mineral Sciences, National Museum of Natural History, Smithsonian Institution, Washington, DC",,,Sculpture,,,,,All_images1.0\image3733.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6026_10
Playing the zither beneath a pine tree,Copy after Qiu Ying 仇英 (ca. 1494-1552),China,late 16th-early 17th century,Ink and color on paper,H x W (image): 22.2 x 105.3 cm (8 3/4 x 41 7/16 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image3734.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1953.84_005
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3735.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-561_1
Fragment of base of dish,,"Jingdezhen, Jiangxi province, China",16th-17th century,"Porcelain with cobalt pigment under transparent glaze, underfired",,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3736.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-621_2
Small qingbai porcelain bowl with combed and incised decoration,,China,11th-early 12th century,Porcelain with transparent pale-blue (qingbai) glaze; gold lacquer repairs,H x Diam: 5 × 15 cm (2 × 5 15/16 in),Gift of Mrs. John Alexander Pope,,,Vessel,,,,,All_images1.0\image3737.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3691_1-000001
Fragment of bowl base,,China,,Porcelain with cobalt pigment under clear glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image3738.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-935_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3739.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-571_1
"Plaque from a book, The Canon of Yao",,China,18th-early 19th century,"Jade, gold pigment",H x W x D: 0.3 x 9 x 9 cm (1/8 x 3 9/16 x 3 9/16 in),"Transfer from the National Museum of Natural History, Department of Minerology, Smithsonian Institution",,,Book,,,,,All_images1.0\image3740.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6893_08
Plaque with taotie,,China,ca. 1100-1050 BCE,Jade,H x W x D (overall): 4.4 x 4.2 x 0.4 cm (1 3/4 x 1 5/8 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3741.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7644_58
Fitting with taotie,,China,ca. 1300-1050 BCE,Jade,H x W x D (overall): 2.1 x 1.9 x 0.5 cm (13/16 x 3/4 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3742.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7645_50
Segment from a serrated ring (xuanji),,China,,Jade,H x W x D (overall): 10.3 x 5.2 x 0.6 cm (4 1/16 x 2 1/16 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3743.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7646_30
"Fragment, lead glazed; light green glaze",,China,,Pottery,H x W (overall): 4.8 x 4.6 cm (1 7/8 x 1 13/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image3744.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4229_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3745.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-558_1
Chinese cabbage,Chen Banding (1877-1970),China,mid-20th century,Ink on paper,H x W (image): 23.3 x 50.5 cm (9 3/16 x 19 7/8 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image3746.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7424_47
Ribbed tubular bead with flaring end,,China,ca. 1300-1050 BCE,Jade,H x Diam (overall): 2.7 x 1.9 cm (1 1/16 x 3/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3747.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7645_33
Bowl with incised decoration,,China,"1700-1800, probably Qianlong reign",Glass,H x Diam (overall): 8.8 x 22.2 cm (3 7/16 x 8 3/4 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.265.1",,,Vessel,,,,,All_images1.0\image3748.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8092_13
