Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
"Base fragment of bowl with high foot, and support (high ring) adhering",,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Vessel,,,,,All_images\image3128.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-850_1
"The Half-Stele of Xingfu Temple, in running script 興福寺斷碑",,China,inscription: 721; rubbing: 20th century,Ink on paper,H x W: 74.5 x 98.1 cm (29 5/16 x 38 5/8 in),Gift of Peking University,,,Rubbing,,,,,All_images\image3129.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_11
"Waster, jar, flattened (collapsed)",,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Vessel,,,,,All_images\image3130.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-844_1
Figure of a dog,,China,618-906,Iron and gold; cast and gilded,H x W x D: 5.8 x 14 x 8.3 cm (2 5/16 x 5 1/2 x 3 1/4 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.342",,,Sculpture,,,,,All_images\image3131.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.342_001
"Memorial Stele for Chan Master Chujin, in running-standard script 楚金禪師碑",,China,inscription: 805; rubbing: 20th century,Ink on paper,H x W (image): 173.7 x 96.7 cm (68 3/8 x 38 1/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image3132.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_30
"Inscription Recording the Virtues of Liang Shouqian, the Duke of Bin, in standard script 邠國公梁守謙功德銘",,China,inscription: 823,Ink on paper,H x W: 248.6 x 116.8 cm (97 7/8 x 46 in),Gift of Peking University,,,Rubbing,,,,,All_images\image3133.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_31
"Bowl with molded and incised decor, fragment of base",,"Hutian kilns, Jingdezhen, Jiangxi province, China",13th century,,,Gift of The Toledo Museum of Art,,,Vessel,,,,,All_images\image3134.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1025.343_1
"Dish, fragment of wall",,"Longquan, Zhejiang province, China",12th century,Stoneware with celadon glaze,,Gift of Helen D. Ling,,,Vessel,,,,,All_images\image3135.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-979_001
Rubbing from stone statue of Buddha (F1923.15),,China,Inscription 581-618; rubbing 20th century,Ink on paper,H x W (a - image): 144.3 x 77.7 cm (56 13/16 x 30 9/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image3136.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1980.86.2_001
Inkstick (one of a pair with F1983.12d),,China,1806,Soot and glue with gold pigment and seed pearl,H x W: 7 x 1.7 cm (2 3/4 x 11/16 in),Gift of Marguerite Church,,,Tool and Equipment,,,,,All_images\image3137.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_13
One of a Buddhist triad: a bodhisattva holding a shrine (?),,China,17th-19th century,Ivory,H x W: 9.4 x 2.1 cm (3 11/16 x 13/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images\image3138.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_02
Dish fragment,,"Jingdezhen, Jiangxi province, China",circa 1500,Porcelain with cobalt pigment under colorless glaze,,Gift of Miss. Elizabeth Lyons,,,Vessel,,,,,All_images\image3139.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-625_1
Boar's head,,China,,Steatite,H x W x D (overall): 3.3 x 7.3 x 6 cm (1 5/16 x 2 7/8 x 2 3/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Sculpture,,,,,All_images\image3140.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-rls_4657
Tube (cong),,China,,Jade?,H x W x D (overall): 1.7 x 3.1 x 3.1 cm (11/16 x 1 1/4 x 1 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images\image3141.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7642_35
"Vessel wall, fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image3142.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1074_1
Cup with bird-head shaped handle,,China,206 BCE-220 CE,Lacquered silver with semi-precious stone inlay,H x W x D: 10 x 9.6 x 4.1 cm (3 15/16 x 3 3/4 x 1 5/8 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3143.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7721_29
Listening to the zither,Formerly attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,17th-19th century,Ink and color on paper,H x W (image): 24.8 x 28.8 cm (9 3/4 x 11 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3144.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7412_32
Winged quadruped,,China,200-1900,Jade,H x W x D: 3 x 7.4 x 4.7 cm (1 3/16 x 2 15/16 x 1 7/8 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image3145.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7711_20
Seated immortal reading a text,Formerly attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,1279-1368,Ink on paper,H x W (image): 30.8 x 24.1 cm (12 1/8 x 9 1/2 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3146.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7406_36
"Crossing the River, Honking Geese, after Zhao Danian",Gu Kui (active mid-19th century),China,1847,Ink and color on paper,H x W (image): 23.4 x 32.4 cm (9 3/16 x 12 3/4 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images\image3147.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7449_41
Base fragment,,China,ca. 1740,Porcelain with cobalt pigment under clear glaze,,Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images\image3148.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2705_1
"Leg and paw (front) of a beast, sculptured",,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Sculpture,,,,,All_images\image3149.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-856_1
Fragment of base of bowl,,"Quanzhou city, Fujian province, China",early 19th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3150.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-609_2
Figure in the form of a conch shell (luo),,China,7th-8th century,Jade,H x W x D: 5.5 x 3.9 x 3.7 cm (2 3/16 x 1 9/16 x 1 7/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image3151.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7383_46
Mirror,,China,800-850,Bronze; cast,H x W x D: 21.3 x 21.3 x 1.3 cm (8 3/8 x 8 3/8 x 1/2 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.331",,,Mirror,,,,,All_images\image3152.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.331.1_001
Admonitions of Hsu-I-so to His Family,Dong Qichang 董其昌 (1555-1636),China,inscription: 1617,Rubbing mounted as a hanging scroll; ink on paper,H x W (image): 165.3 x 84.1 cm (65 1/16 x 33 1/8 in),Gift of Peking University,,,Rubbing,,,,,All_images\image3153.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5828_04
Bird,,China,14th-17th century,Jade,H x W x D: 3.1 x 6 x 2.7 cm (1 1/4 x 2 3/8 x 1 1/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3154.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7418_25
Tea bowl,,"Longquan, Zhejiang province, China",12th-13th century,Stoneware with celadon glaze; gold rim,H x W: 5.6 x 11.1 cm (2 3/16 x 4 3/8 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3155.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5815_01
Fragment of bowlw ith molded decoration,,"Jiangxi province, China",12th century,Porcelain with transparent pale blue (qingbai) glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images\image3156.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-111_001
Bird,,China,12th-14th century,Jade,H x W x D: 6.4 x 4.3 x 2.2 cm (2 1/2 x 1 11/16 x 7/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3157.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7418_19
Box with lid (broken),,"Dehua, Fujian province, China",1279-1368,Porcelain with translucent glaze,,"Gift of National Museum, Bangkok",,,Container,,,,,All_images\image3158.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-960_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",late 17th century,"Porcelain with cobalt pigment under transparent glaze, brown glaze",,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3159.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-566_1
Fragment with foot-rim and part of unglazed base,,"Jingdezhen, Jiangxi province, China",1368-1644,Porcelain with colbalt pigment under clear glaze,,Gift of Myron B. Smith,,,Vessel,,,,,All_images\image3160.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1017_1
Plaque with boar and two tigers,,China,20th century,Bronze,H x W x D: 7.5 x 14.9 x 3.3 cm (2 15/16 x 5 7/8 x 1 5/16 in),Gift of R. H. Ellsworth,,,Jewelry and Ornament,,,,,All_images\image3161.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-498_1-000001
"Sword, broken in two pieces",,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images\image3162.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-124a-b_1-000001
Folding tripodal stand in three parts,,China,4th-3rd century BCE,"Bronze, gold and silver inlay",H x W x D (overall): 38.8 x 41.7 x 37.2 cm (15 1/4 x 16 7/16 x 14 5/8 in),Purchase — Charles Lang Freer Endowment,,,Furniture and Furnishing,,,,,All_images\image3163.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7901_10
Blue-and-white bowl fragment,,"Jingdezhen, Jiangxi province, China",1426-1435,Porcelain with cobalt pigment under clear glaze,,Gift of Hershel V. Johnson,,,Vessel,,,,,All_images\image3164.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-241_1-000001
Copy of Yang Ningshi's The Great Immortal,Zha Shibiao (1615-1698),China,17th century,Ink on satin,H x W: 184.8 x 47.5 cm (72 3/4 x 18 11/16 in),Purchase — Charles Lang Freer Endowment,,,Calligraphy,,,,,All_images\image3165.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7489_35
sherd; part of base and caveto of FSC-P-2699 or similar piece,,China,ca. 1740,Porcelain with cobalt pigment under clear glaze,,Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images\image3166.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2700_1
Fragment of large bowl or dish,,"Jingdezhen, jiangxi province, China",mid 17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3167.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-544_2
"Fragment of rim, sidewall and foot of piece of undetermined use and unusual form",,"Probably Shanglinhu kiln site, Zhejiang province, China",10th-early 11th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3168.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-235v2
Four poems in cursive script,Wen Zhengming 文徵明 (1470-1559),China,ca. 1512-1515,Ink on paper,H x W (image): 38.1 x 700.7 cm (15 x 275 7/8 in),Purchase — Charles Lang Freer Endowment,,,Calligraphy,,,,,All_images\image3169.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6155_09
Disk (bi),,China,206 BCE-220 CE,Jade (nephrite),Diam x D: 16.3 x 0.8 cm (6 7/16 x 5/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images\image3170.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1917.145_001
Bodhisattva Avalokiteshvara (Guanyin),,"Yunnan province, China",12th century,Bronze,H x W x D: 49.1 × 12.3 × 7.8 cm (19 5/16 × 4 13/16 × 3 1/16 in),Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images\image3171.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-490_1-000001
Spearhead; in two pieces,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images\image3172.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-169a-b_1-000001
Ring-shaped object with circular flutings,,China,,Bronze,,Gift of S. Kriger,,,Unclassified,,,,,All_images\image3173.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-7_1-000001
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",late 17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3174.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-574_1
Inkstick,,"Anhui province, China",19th century,Soot and glue with gold pigment,H x W: 8.4 x 2.2 cm (3 5/16 x 7/8 in),Gift of Marguerite Church,,,Tool and Equipment,,,,,All_images\image3175.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_19
Man sleeping by a mountain torrent,Formerly attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,17th-19th century,Ink on paper,H x W (image): 24.9 x 28.8 cm (9 13/16 x 11 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3176.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7412_33
"Copy of Yan Zhenqing's Decree of Conferment of Title, in standard script",Qian Feng (1740-1795),China,late 18th century,Hanging scroll; ink on paper,H x W (overall): 158.6 x 87.2 cm (62 7/16 x 34 5/16 in),Purchase — Charles Lang Freer Endowment,,,Calligraphy,,,,,All_images\image3177.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7320_35
Chimera,,China,ca. 1st century BCE-1st century CE,Jade,H x W x D: 4.8 x 9.7 x 4.9 cm (1 7/8 x 3 13/16 x 1 15/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image3178.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7936_10
Ceremonial vessel (lei),,China,,Bronze with gold and silver inlay,H x W x D: 54.7 x 39.8 x 28 cm (21 9/16 x 15 11/16 x 11 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3179.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7652_05
Fragment of wall and foot of small bowl,,"Jingdezhen, Jiangxi province, China",late 17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3180.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-565_1
"Tomb model of a wine cup (""ear cup"")",,China,25-220,Earthenware with copper-green lead-silicate glaze,H x W x D: 6.2 x 11.9 x 13.7 cm (2 7/16 x 4 11/16 x 5 3/8 in),Purchase — Smithsonian Unrestricted Trust Funds,,,Vessel,,,,,All_images\image3181.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6532_05
"Lidded bowl with lotuses, stylized dragons and characters of longevity (shou)",,China,1723-1735,Blow-formed glass with wheel-engraved decoration and gilding,H x Diam (overall): 13.4 x 18.1 cm (5 1/4 x 7 1/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.576",,,Vessel,,,,,All_images\image3182.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8092_24
"Couplet in ""Stone Drum"" script (proper-left member of a former pair of scrolls)",,China,ca. 1915-1920,Ink on paper,H x W (image): 132.1 × 33 cm (52 × 13 in),Gift of Tao-tai Hsia and Gloria Hsia,,,Calligraphy,,,,,All_images\image3183.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2018.19_001
Calligraphy couplet in seal script,Wang Xun (died 1915),China,1894,Pair of hanging scrolls; ink on paper,H x W (.1 overall): 180.5 x 32.3 cm (71 1/16 x 12 11/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image3184.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7450_29
Fragment of vessel wall,,China,1127-1368,Porcelain with transparent pale-blue (qingbai) glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images\image3185.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2803_1
Vessel wall (fragment),,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image3186.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1082_1
Inkstick (used),,"Anhui Province, China",1821-1850 or possibly later,Soot and glue with gold pigment and lacquer,H x W: 7 x 2 cm (2 3/4 x 13/16 in),Gift of Marguerite Church,,,Tool and Equipment,,,,,All_images\image3187.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_11
"Set of three vases, illustrating the process of carved lacquer manufacture",,China,,,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3188.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8514_20
Vessel (fragment),,"Anyang, Henan province, China",ca. 1300-1200 BCE,Unglazed white pottery,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3189.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-198_1
Figure of a chimera,,China,300-500,Jade,H x W x D: 4.7 x 8.6 x 2.8 cm (1 7/8 x 3 3/8 x 1 1/8 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image3190.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7383_38
"Vessel wall, fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image3191.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1122.3_1
"Bhadra, the Sixth Venerable Luohan",Formerly attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,late 14th century,Hanging scroll mounted on panel; ink on silk,H x W (image): 128.1 x 56.6 cm (50 7/16 x 22 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3192.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8277_10
Excerpt from Yen Zhenqing in running script,Liu Yong (1720-1805),China,1798,Ink on paper,H x W (image): 156.3 x 88.6 cm (61 9/16 x 34 7/8 in),Purchase — Regents' Collections Acquisition Program,,,Calligraphy,,,,,All_images\image3193.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8068_12
Ornamental glass fragment,,China,618-906,Glass,H x W x D: 4.2 x 12.4 x 0.6 cm (1 5/8 x 4 7/8 x 1/4 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.284",,,Jewelry and Ornament,,,,,All_images\image3194.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8080_18
Miniature reproduction of neolithic Yangshao-type painted pottery ; Elongated jar with female head,,China,20th century,,,Gift of Alice and Halsey North,,,Vessel,,,,,All_images\image3195.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3883_1-000001
"Moonlight on the Winter River, after Yun Shouping",Gu Kui (active mid-19th century),China,1847,Ink and color on paper,H x W (image): 23.4 x 32.4 cm (9 3/16 x 12 3/4 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images\image3196.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7449_44
"Bowl, base fragment",,"Jingdezhen, Jiangxi province, China",1368-1644,Blue and white porcelain,,Gift of John A. Pope,,,Vessel,,,,,All_images\image3197.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2802_1
Fragment of bowl wall and foot,,"Dehua, Fujian province, China",mid 18th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3198.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-556_1
Bird,,China,13th-14th century,Jade,H x W x D: 4.3 x 2.9 x 0.9 cm (1 11/16 x 1 1/8 x 3/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3199.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6024_12
Base fragment of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3200.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-591_1
"Bowl, fragment of base with inscription ""Wang zhai""",,"Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,"Stoneware with white slip under clear glaze on inside, unglazed outside",,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image3201.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-156v1
Modern reproduction of Yaozhou ware bowl from original mould in Metropolitan Museum of Art,Robert Tichane (1925-2017),China,,,,Gift of Robert Tichane,,,Vessel,,,,,All_images\image3202.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3472_1-000001
Base fragment of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3203.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-588_1
"Bowl fragment with intact profile, carved decoration",,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Vessel,,,,,All_images\image3204.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-848_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",late 17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3205.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-577_1
"Fragment of base and foot rim of bowl, with incised cyclical date",,"Zhejiang province, China",978,Stoneware with celadon glaze,,Gift of C. T. Loo,,,Vessel,,,,,All_images\image3206.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-397_2
Fragment of base of bowl,,"Quanzhou city, Fujian province, China",early 19th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3207.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-613_1
Blue-and-white vessel,,"Zhangzhou, Fujian province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3208.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-616_1
Base of bowl,,"Jingdezhen, Jiangxi province, China",late 16th-early 17th century,Porcelain with cobalt pigment under colorless glaze,,Gift of Miss. Elizabeth Lyons,,,Vessel,,,,,All_images\image3209.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-630_1
Peach Blossom Spring (copy after Shitao),Copy after Shitao (1642-1707),China,early 20th century,Ink and color on paper,H x W (overall): 24.7 x 159.5 cm (9 3/4 x 62 13/16 in),Gift of C.C. Wang and family,,,Painting,,,,,All_images\image3210.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7495_32
"sherd, part of base, cavetto and everted rim of plate or dish",,"Jingdezhen, Jiangxi province, China",ca. 1740,Porcelain with cobalt pigment under clear glaze,,Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images\image3211.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2699_1
Bowl with fragments missing,,"Jingdezhen, Jiangxi province, China",late 17th century,,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3212.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-533_1-000001
Ring,,China,ca. 1600-1050 BCE,Jade,H x Diam (overall): 0.7 x 10.4 cm (1/4 x 4 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images\image3213.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7665_26
Rim fragment of small cup or bowl,,China,ca. 1740,Porcelain with cobalt pigment under clear glaze,,Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images\image3214.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2706_1
"Vessel wall, fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image3215.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1121.1_1
Vessel wall (fragment),,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image3216.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1083_1
"Base fragment of bowl, incised design of 2 parrot-like birds",,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Vessel,,,,,All_images\image3217.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-845_1
"Bowl, fragment of base",,"Probably Fujian province, China",14th century,"Porcelain, underfired, with copper pigment under thick translucent glaze",,Gift of Charles Nelson Spinks,,,Vessel,,,,,All_images\image3218.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-958_1
Possibly Bodhisattva Avalokiteshvara (Guanyin) from a set of three figures,,China,17th-19th century,Ivory,H x W: 9.5 x 2 cm (3 3/4 x 13/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images\image3219.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_01
