Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image190.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_05
Rubbing of carved inscription (on cover or inkstone?),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image191.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_19
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image192.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_19
Impressions of two seals,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image193.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_21
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image194.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_05
"1 of 8 rubbings of ""Eight Scenes of Shensi""",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image195.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_28
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image196.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_01
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image197.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_29
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image198.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_04
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image199.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_29
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image200.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_10
Small cylindrical jar,,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image201.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3572
Rubbing of pottery tile with impressed designs,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image202.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_10
"Rubbing of a bronze vessel, type hu",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image203.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_25
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image204.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_25
Rubbing of design on narrow side of stone stele,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image205.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_16
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image206.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_09
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image207.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_22
Nakula,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image208.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_16
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image209.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_21
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image210.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_06
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image211.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_30
shoulder with lug,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image212.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3559
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image213.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_25
Rubbing of design on narrow side of stone stele,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image214.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_28
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image215.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_25
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image216.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_02
"Vessel wall, fragment",,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image217.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3276
Rubbing of a pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image218.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_30
Rubbing of one bronze mirror; two seal impressions,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image219.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_07
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image220.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_28
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image221.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_12
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image222.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_26
Sagger pad,,China,,,,Gift of Mrs. Weir Gilmer,,,Tool and Equipment,,,,,All_images1.0\image223.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-117v1
4 rubbings of arrowheads,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image224.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8446_28
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image225.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_29
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image226.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8450_10
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image227.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_04
"Rubbing of a bronze vessel, type lei",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image228.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_23
Kanakavatsa,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image229.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_13
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image230.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_13
Rubbings of inkstone and cover with design of leaves,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image231.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_16
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image232.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_08
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image233.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_18
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image234.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_29
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image235.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_11
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image236.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_03
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image237.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_19
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image238.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_15
Rubbing of a Buddhist triad,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image239.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_28
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image240.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_18
Base fragment,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image241.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3509_001
Small cylindrical jar,,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image242.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3563
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image243.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_13
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image244.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8526_30
Vajraputra,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image245.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_19
shoulder with lug,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image246.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3558
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image247.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_23
"Rubbing of bronze vessel, the Mao kung ting",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image248.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_07
Rubbing of stone lion,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image249.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_21
2 rubbings of swords,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image250.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_06
Rubbings of pottery tile in 2 sections,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image251.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_21
"1 of 8 rubbings of ""Eight Scenes of Shensi""",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image252.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_26
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image253.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_28
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image254.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_29
"Rubbing of a bronze vessel, type fangting",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image255.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_01
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image256.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_15
Rubbing of bronze measure,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image257.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_11
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image258.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_26
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image259.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_17
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image260.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_01
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image261.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_21
Rubbings of pottery tile in 2 sections,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image262.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_19
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image263.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_14
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image264.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_06
Rubbing of stone relief sculpture,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image265.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_15
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image266.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_16
"Rubbing of bronze vessel, the Tsung Cou chung",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image267.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_10
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image268.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_16
Small bottle,,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image269.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6060_09
"14 Fragments -- some ""worked""",,China,,Stone,,,,,Unclassified,,,,,All_images1.0\image270.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-73a-n
2 rubbings of daggers,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image271.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_05
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image272.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_07
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image273.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_11
"1 of 8 rubbings of ""Eight Scenes of Shensi""",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image274.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_22
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image275.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_01
Rubbing of pottery tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image276.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_13
Two seal impressions,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image277.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_06
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image278.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_14
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image279.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_26
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image280.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_14
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image281.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_04
Rubbing of pottery tile with impressed designs,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image282.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_23
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image283.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_11
Fragment of weathered jade ceremonial blade,,China,,Jade,,,,,Ceremonial Object,,,,,All_images1.0\image284.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-3
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image285.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_12
"1 of 8 rubbings of ""Eight Scenes of Shensi""",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image286.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_25
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image287.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_02
Rubbings of two pottery tiles,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image288.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_14
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image289.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2817_1
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image290.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8526_26
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image291.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_20
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image292.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_19
"Rubbing of bronze vessel, the San p'an",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image293.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_08
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image294.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_13
Rubbing of two areas with geometric designs (on pottery tile?),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image295.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_11
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image296.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_24
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image297.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_04
Ajita,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image298.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_25
Rubbing of stone tile with design of procession of chariots,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image299.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_22
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image300.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_26
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image301.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_17
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image302.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8526_29
"4 rubbings (3 bone arrowheads, 1 bronze fitting)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image303.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8446_27
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image304.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_20
rim,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image305.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3557
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image306.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_18
Carved standing figure,,China,,Rhino horn,,Gift of S. Kriger,,,Sculpture,,,,,All_images1.0\image307.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-3_1-000001
Fragment of weathered jade ceremonial blade,,China,,Jade,,,,,Ceremonial Object,,,,,All_images1.0\image308.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-2
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image309.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_12
Rubbing of stone slab with carved decoration of human figures,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image310.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_10
"Small bottle, one of two lugs missing",,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image311.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6060_10
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image312.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_17
"Rubbing of a bronze vessel, type p'an. inscription and description",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image313.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_06
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image314.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_18
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image315.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_10
"Small bowl, molded petal pattern on outside",,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image316.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7390_32
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image317.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_24
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image318.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_21
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image319.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_17
Rubbing of stone head of Guanyin,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image320.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_12
Rubbing of stone Buddhist sculpture,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image321.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_08
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image322.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_06
"Rubbing of inkstone and cover, no ornamentation",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image323.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_11
"1 of 8 rubbings of ""Eight Scenes of Shensi""",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image324.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_27
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image325.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_02
Rubbing of Taoist triad,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image326.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_29
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image327.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8500_06
Fragment of bowl,,China,,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image328.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-116v1
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image329.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_27
Rubbing of inkstone and cover,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image330.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_09
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image331.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_25
"Rubbing of bronze vessel, the Tseng Po Chi hu",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image332.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_09
4 rubbings of bronze belt hooks,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image333.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8446_29
Landscape,Style of Huang Ding (1660-1730),China,19th century,Ink on paper,H x W (painting): 98.3 x 32.3 cm (38 11/16 x 12 11/16 in),"Transfer from the National Museum of Natural History, Smithsonian Institution",,,Painting,,,,,All_images1.0\image334.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_44
Meditating on the Riverbank,Huang Binhong (1865-1955),China,1942-1945,Ink on paper,H x W (image): 85.7 x 44 cm (33 3/4 x 17 5/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image335.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6897_11
Playing the Bamboo Flute,"Cheng Jiezi (China, 1910-1986)",China,1962,Ink and color on paper,H x W: 88.6 x 36 cm (34 7/8 x 14 3/16 in),Anonymous gift,,,Painting,,,,,All_images1.0\image336.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7332_39
Untitled No. 36,"Hai Bo (China, born 1962)",China,2001,Gelatin silver print on paper,H x W (framed): 67.9 x 66.7 cm (26 3/4 x 26 1/4 in),Purchase — funds provided by the Friends of the National Museum of Asian Art,,,Photograph,,,,,All_images1.0\image337.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8065_29
Scabbard slide (zhi),,China,1st BCE- 1st CE,Jade,H x W x D: 8.7 x 2.3 x 2.2 cm (3 7/16 x 7/8 x 7/8 in),Gift of Arthur M. Sackler,,,Weapon and Armament,,,,,All_images1.0\image338.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7383_10
Small red six-lobed dish,,China,13th century,Red lacquer on wood core,H x W: 2.4 x 15.8 cm (15/16 x 6 1/4 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image339.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6422_05
