Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Ornament: dog,,China,618-907,Bronze,H x W: 2.8 x 2.3 cm (1 1/8 x 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10172.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_03
Semi-circular plaque (lung),,China,1644-1911,Jade,H x W: 25.8 x 25.8 cm (10 3/16 x 10 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10173.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_31
Tweezers,,China,618-907,High tin bronze,H x W x D: 15.1 x 1.4 x 0.8 cm (5 15/16 x 9/16 x 5/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10174.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7653_27
Mirror (chien),,China,960-1279,Bronze,Diam x D: 17.4 x 0.9 cm (6 7/8 x 3/8 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10175.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5994_01
Plaque (one of a pair),,China,220-589,Gold,H x W x D: 7.5 x 12.1 x 1.6 cm (2 15/16 x 4 3/4 x 5/8 in),Purchase — Charles Lang Freer Endowment,,,Jewelry and Ornament,,,,,All_images1.0\image10176.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7726_24
Two figures amidst clouds,Chen Xiang (unidentified),China,1644-1911,Ink and color on silk,H x W (image): 34.8 x 32.3 cm (13 11/16 x 12 11/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10177.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7271_01
A Man holding a mottled black and white horse by the bridle,,China,1644-1911,Ink on silk panel,H x W: 27.5 x 43.3 cm (10 13/16 x 17 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10178.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5732_01
Seal of Xie Zhiliu (1910-1997): Zhuangmu fu,Wu Zijian (born 1947),China,1976,Soapstone,H x W x D (overall): 1.3 x 1.3 x 4.1 cm (1/2 x 1/2 x 1 5/8 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10179.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6039_10
Head of a Luohan,,China,ca. 700-750,Stone,H x W x D: 19.6 x 13.3 x 13 cm (7 11/16 x 5 1/4 x 5 1/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10180.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6665_04
Mirror (chien),,China,206 BCE-220 CE,Bronze,Diam x D: 11.1 x 1.2 cm (4 3/8 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10181.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7603_18
"Stone Classics, in three scripts",,China,inscription: 240-248; rubbing: 20th century,Ink on paper,H x W (overall): 114.8 x 64.5 cm (45 3/16 x 25 3/8 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image10182.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7502_11
Ornament,,China,,Bronze,H x W: 3.7 x 6 cm (1 7/16 x 2 3/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10183.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_12
Evaluating a Horse,Formerly attributed to Han Huang (723-787),China,1368-1644,Ink and color on silk,H x W: 119.8 x 89.2 cm (47 3/16 x 35 1/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10184.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5779_03
"Tube (cong 琮), one of a pair",,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Marble,H x W x D (overall): 9.8 × 7.2 × 7.1 cm (3 7/8 × 2 13/16 × 2 13/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10185.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.242.1_001
Recumbent ram (?),,China,1368-1644,Stone,H x W x D (overall): 7.8 x 6.3 x 10 cm (3 1/16 x 2 1/2 x 3 15/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10186.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7607_15
Couplet in seal script,Wu Dacheng 吳大澂 (1835-1902),China,1886,Pair of hanging scrolls; ink on paper,"H x W (image, each): 135.3 x 33 cm (53 1/4 x 13 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10187.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5580_06
Base of a cup,,China,,White porcelain under clear glaze,,Gift of Mr. Marion McDowell,,,Vessel,,,,,All_images1.0\image10188.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4289_1
Dish,,China,960-1279,Porcelain with celadon glaze,H x W x D: 2.8 x 12.1 cm (1 1/8 x 4 3/4 in),Gift of Mrs. Maureen R. Jacoby in memory of Rolf Jacoby,,,Vessel,,,,,All_images1.0\image10189.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4248_1-000001
Molded lid of box,,China,,Porcelain with transparent pale-blue (qingbai) glaze,H x Diam (overall): 1.9 x 4.6 cm (3/4 x 1 13/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Container,,,,,All_images1.0\image10190.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4175_1
Belt section,,China,618-907,Bronze,H x W: 3.8 x 3.6 cm (1 1/2 x 1 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10191.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_07
Poem in running-standard script,Ni Can (1627-1688),China,ca. 1685,Ink on gold paper,H x W (image): 28.5 x 28.4 cm (11 1/4 x 11 3/16 in),Purchase — Charles Lang Freer Endowment,,,Calligraphy,,,,,All_images1.0\image10192.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7413_31
"Forked blade (zhang 璋), fragment",,"probably Henan province, China",ca. 2000-ca. 1600 BCE,Jade (nephrite),H x W x D (overall): 14 x 5.1 x 0.2 cm (5 1/2 x 2 x 1/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10193.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.257_001
Ceremonial cup (pei),,China,,Bronze,H x W: 24 x 7.6 cm (9 7/16 x 3 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image10194.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7603_01
Snow-laden branches of a plum-tree,,China,15th-16th century,Ink on silk,H x W: 153.2 x 75.7 cm (60 5/16 x 29 13/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10195.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5827_01
Standing horse,,"Inner Mongolia/Ordos, China",220-589,Bronze,H x W: 3.1 x 5.1 cm (1 1/4 x 2 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10196.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7700_14
Double seal of Xie Zhiliu (1910-1997): Xie Zhi / Zhiliu,Wu Zijian (born 1947),China,1972,Soapstone,H x W x D (overall): 1.8 x 1 x 4.6 cm (11/16 x 3/8 x 1 13/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10197.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6033_12
Jar,,China,possibly 221-206 BCE,Bronze,H x W: 6.1 x 6.9 cm (2 3/8 x 2 11/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image10198.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7726_09
Ornament with two dragonheads,,China,206 BCE-220 CE,"Bronze, gilding",H: 14.9 cm (5 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10199.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7729_18
Seal of Xie Zhiliu (1910-1997): Duzhai,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 3.4 x 1.6 x 0.9 cm (1 5/16 x 5/8 x 3/8 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10200.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6029_08
Base of a small cup,,China?,,,,Gift of Mr. Marion McDowell,,,Vessel,,,,,All_images1.0\image10201.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4277_1
Head of Buddha,,China,618-907,Stone,H x W x D: 28 × 15.6 × 16 cm (11 × 6 1/8 × 6 5/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10202.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7756_28
Ancestor tablet,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D (overall): 16 x 2.2 x 1 cm (6 5/16 x 7/8 x 3/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10203.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.286_001
Seal of Xie Zhiliu (1910-1997): Wuhua,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 2.2 x 2 x 2 cm (7/8 x 13/16 x 13/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10204.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6013_06
Bringing a Lute to Visit a Friend,Formerly attributed to He Zhen (active early 12th century),China,16th century,Ink and color on silk,H x W (image): 146.8 x 85.2 cm (57 13/16 x 33 9/16 in),Gift of Eugene and Agnes E. Meyer,,,Painting,,,,,All_images1.0\image10205.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7492_08
Statuette of a standing guardian,,China,618-907,Bronze,H x W: 9.3 x 4 cm (3 11/16 x 1 9/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10206.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_01
A bird on a leafy branch,,China,16th-17th century,Ink and color on silk panel,H x W (image): 98.7 × 39.8 cm (38 7/8 × 15 11/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10207.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5675_11
Base fragment of a blue and white bowl,,"Probably Fujian province, China",mid 16th-mid 17th century,Porcelain with cobalt decoration under clear colorless glaze,H (overall): 3.7 cm (1 7/16 in),Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image10208.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2383_1
Figure of a bull,,China,1368-1644,Stone,H x W x D (overall): 13.5 x 13.9 x 13.7 cm (5 5/16 x 5 1/2 x 5 3/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10209.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7607_14
Couplet in running-standard script,,China,early 19th century,Pair of hanging scrolls; ink on gold-flecked paper,"H x W (image, each): 130.5 x 31.4 cm (51 3/8 x 12 3/8 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10210.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5583_01
Seal of Xie Zhiliu (1910-1997): Duzhai,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 1.2 x 1.2 x 3.3 cm (1/2 x 1/2 x 1 5/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10211.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6029_02
"Small bowl with rounded sides, broad low foot",,China,17th century,Porcelain with cobalt decoration under clear glaze,H x Diam (overall): 7 x 10.7 cm (2 3/4 x 4 3/16 in),Gift of Mrs. Joe M. Blumberg,,,Vessel,,,,,All_images1.0\image10212.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2217_1-000001
Couplet in running script,Chen Hongshou 陳鴻壽陳鴻壽 (1768-1822),China,1815,Pair of hanging scrolls; ink on brown paper,H x W (.1): 114.2 x 22.9 cm (44 15/16 x 9 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10213.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5244_10
Head of warrior,,China,618-907,Stone,H x W x D: 19 × 15 × 16.5 cm (7 1/2 × 5 7/8 × 6 1/2 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10214.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7756_27
"Fragment of a vessel wall, possibly a planter",,China,19th century,Stoneware with Jun-style glaze,H x W: 2.6 x 2 cm (1 x 13/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image10215.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7435_18
Mask,,China,206 BCE-220 CE,Bronze with gilding,H x W: 6 x 8.6 cm (2 3/8 x 3 3/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10216.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7705_02
Fitting (fragment),,China,ca. 1050-221 BCE,Bronze,H x W: 13.4 x 2.2 cm (5 1/4 x 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10217.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7728_25
Chinese mirror suspension,,China,,Bronze,,Gift of George Jackson Eder,,,Mirror,,,,,All_images1.0\image10218.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-492_1-000001
Seal of Xie Zhiliu (1910-1997): Mingzhang,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 2.1 x 1.8 x 4.6 cm (13/16 x 11/16 x 1 13/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10219.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6030_12
Poem in running script,Lao Zhibian (1639-1714),China,ca. 1685,Ink on gold paper,H x W (image): 25.9 x 19 cm (10 3/16 x 7 1/2 in),Purchase — Charles Lang Freer Endowment,,,Calligraphy,,,,,All_images1.0\image10220.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7413_32
Double seal of Xie Zhiliu (1910-1997): Xie Zhi zhi yin / Yuyin fu,Wu Zijian (born 1947),China,1972,Soapstone,H x W x D (overall): 3.6 x 0.8 x 1.9 cm (1 7/16 x 5/16 x 3/4 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10221.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6034_08
"Garment hook (daigou), fragment",,China,206 BCE-220 CE,Bronze,H x W: 6.9 x 3.1 cm (2 11/16 x 1 1/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10222.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7624_23
"Bead, thick annular",,China,1644-1911,Jade,H x W: 1.5 x 0.7 cm (9/16 x 1/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10223.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7534_13
Cong,,China,1644-1911,Jade,H x W x D: 6.2 x 8.3 x 8.2 cm (2 7/16 x 3 1/4 x 3 1/4 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10224.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7302_38
Plaque with a winged horse,,China,220-589,Gold,H x W x D: 7.5 x 12.3 x 1.9 cm (2 15/16 x 4 13/16 x 3/4 in),Purchase — Charles Lang Freer Endowment,,,Jewelry and Ornament,,,,,All_images1.0\image10225.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7726_23
Pedestal of three circular stages: on each stage figures in half round facing outward; head of one broken,,China,,Stone,H x Diam: 46 × 39 cm (18 1/8 × 15 3/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10226.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8535_40
Seated Lohan,,China,1368-1644,Iron,H x W x D: 10.1 × 9.5 × 6.4 cm (4 × 3 3/4 × 2 1/2 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10227.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7685_22
Seal of Xie Zhiliu (1910-1997): Shazhou chi ma,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 2.7 x 2.3 x 2.2 cm (1 1/16 x 7/8 x 7/8 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10228.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6032_12
Ceremonial implement: tablet,,China,1644-1911,Jade,H x W: 32.7 x 6.6 cm (12 7/8 x 2 5/8 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10229.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5067_11
Winter landscape: houses in a deep ravine,,China,17th-18th century,Ink and tint on silk,H x W (image): 172.1 x 78.5 cm (67 3/4 x 30 7/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10230.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5807_03
Bases of two vessels,,China,,White porcelain with clear glaze,,Gift of Mr. Marion McDowell,,,Vessel,,,,,All_images1.0\image10231.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4278.1-2_1
Wool pile carpet with a stylized dragon medallion,,China,1644-1911,Fabric,H x W: 42.5 x 33 cm (16 3/4 x 13 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10232.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7786_21
Longquan ware vase,,"Longquan, Zhejiang province, China",13th century,Stoneware with Guan-type glaze,H x Diam: 13.9 × 8.8 cm (5 1/2 × 3 7/16 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10233.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8225_06
"Chair. Wood, covered with red lacquer and inlaid with mother-of-pearl",,China,19th century,Lacquer,H x W x D: 103.3 x 53.4 x 42.8 cm (40 11/16 x 21 x 16 7/8 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10234.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8346_25
Couplet,Qian Han (1882-1950),China,1912-1949,Ink on paper,H x W: 129.8 x 24.9 cm (51 1/8 x 9 13/16 in),Gift of Wei-san Yu,,,Calligraphy,,,,,All_images1.0\image10235.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5806_07
Ceremonial implement; comb-shaped blade form,,China,,Jade (serpentine),H x W: 31.7 x 5.3 cm (12 1/2 x 2 1/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10236.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8238_21
Seal of Xie Zhiliu (1910-1997): Xie Zhi,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 1.4 x 1.5 x 1.7 cm (9/16 x 9/16 x 11/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10237.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6014_02_1
Dish,,"Changsha, Hunan province, China",9th century,Stoneware with copper-green tinted opaque glaze,H x W (overall): 3.2 x 14.5 cm (1 1/4 x 5 11/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image10238.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4183_1-000001
Belt plaque,,"Ordos region, inner Mongolia, China",206 BCE-220 CE,Bronze,H x W: 6.3 x 3.7 cm (2 1/2 x 1 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10239.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7700_15
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-1050 BCE,Jade (nephrite),H x W x D: 2.2 × 5.3 × 0.3 cm (7/8 × 2 1/16 × 1/8 in),Purchase — Charles Lang Freer Endowment,,,Jewelry and Ornament,,,,,All_images1.0\image10240.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1979.28_001
Ceremonial implement (kue),,China,1644-1911,Jade (nephrite),H x W: 16.5 x 6.9 cm (6 1/2 x 2 11/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10241.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_27
Ornament or weight: a recumbent ch'i-lin,,China,18th century,"Bronze, gilding",H x W: 4.8 x 8.6 cm (1 7/8 x 3 3/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10242.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_22
Seal of Xie Zhiliu (1910-1997): Yuyin,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 2.9 x 1.7 x 2.7 cm (1 1/8 x 11/16 x 1 1/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10243.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6032_10
Jar with three loop handles,,"Hebei or Henan province, China",7th century,Porcellaneous stoneware with transparent ivory-toned glaze,H x Diam: 16.5 × 13.3 cm (6 1/2 × 5 1/4 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10244.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7319_11
Ornament or weight: fu lion,,China,,"Bronze, gilding",H x W x D: 3.5 x 7.3 x 4.4 cm (1 3/8 x 2 7/8 x 1 3/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10245.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_23
Landscape,Wu Dan (active 1672-1712),China,1672-75,Ink and color on paper,H x W (image): 17.9 x 261.4 cm (7 1/16 x 102 15/16 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image10246.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5571_05
Ornament in the form of a dragon,,China,,Bronze,H x W: 5.5 x 2.5 cm (2 3/16 x 1 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10247.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7653_30
Monk,,China,618-907,Bronze,H x W x D: 6.2 x 2.5 x 0.8 cm (2 7/16 x 1 x 5/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10248.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7630_06
Animal,,China,220-589,"Bronze, gilding",H x W: 4.3 x 2.4 cm (1 11/16 x 15/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10249.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7630_12
"Vessel with lid in form of human face, type huo",,China,20th century,Unglazed burnished earthenware with traces of red pigments,H x W: 19.3 x 21.3 cm (7 5/8 x 8 3/8 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10250.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7806_30
Foliate lacquer dish with seven bracket lobes on the cavetto,,China,12th-13th century,Lacquer over wood,H x W: 3.5 x 22 cm (1 3/8 x 8 11/16 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10251.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8166_15
Fisherman,Qi Baishi 齊白石 (1864-1957),China,early to mid-20th century,Ink and color on paper,H x W (image): 137.7 x 34 cm (54 3/16 x 13 3/8 in),"Bequest from the collection of Wang Fangyu and Sum Wai, donated in their memory by Mr. Shao F. Wang",,,Painting,,,,,All_images1.0\image10252.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7380_08
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 1.1 × 6.9 × 0.4 cm (7/16 × 2 11/16 × 3/16 in),Purchase — Charles Lang Freer Endowment,,,Jewelry and Ornament,,,,,All_images1.0\image10253.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1979.30_001
Bowl,,"Changsha Tomb site, China",220-589,Pottery,H x Diam (overall): 2.9 x 8.8 cm (1 1/8 x 3 7/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image10254.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4214_1-000001
Ritual disk (bi),,China,1644-1911,Jade (nephrite),Diam x D: 13.5 x 0.4 cm (5 5/16 x 3/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10255.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7685_08
Yaozhou ware five-lobed bowl,,"Shaanxi province, China",907-960,Stoneware with celadon glaze,H x W: 6.4 x 16.5 cm (2 1/2 x 6 1/2 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10256.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7914_05
Carpet for a chair back,,China,1644-1911,Fabric,H x W: 81 x 76.5 cm (31 7/8 x 30 1/8 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10257.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7905_05
"Lohan, seated upon a lion",,China,1368-1644,Ink and color on paper,H x W: 121.9 x 67.4 cm (48 x 26 9/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10258.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5717_12
Quadrilateral bead,,China,1644-1911,Jade,H x W x D: 3.4 x 1.7 x 1.5 cm (1 5/16 x 11/16 x 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10259.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7534_29
