Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image991.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-198_1
Bowl (fragment),,China,13th century,Stoneware with celadon glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image992.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-114v2
"Rubbing of stone sculpture of Buddha in niche, and monks and donors in low relief on either side",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image993.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8497_30
Mirror,,China,,Bronze,Diam x D: 10.7 x 0.8 cm (4 3/16 x 5/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image994.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-33_1-000001
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image995.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-190_1
Celt,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image996.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-177a-d_1
Dagger-axe,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image997.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-288_1-000001
"Duplicate of F80.79, 1 of rubbings of stone sculpture at Caves 2 and 3, T'ien-lung-shan, Shansi province",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image998.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_11
"Tile fragment, ""Ichow"" written on inside of tile",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Architectural Element,,,,,All_images1.0\image999.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2649_1
Wheel nave,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image1000.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-181_1-000001
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1001.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-318_1
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1002.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-346_1
"1 of rubbings of stone sculpture at Caves 2 and 3, T'ienlung-shan, Shansi province (FSC-R-329 through FSC-R-340)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1003.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_06
Rubbings of stone statue of Buddha (head missing) covered with engraved figures and scenes,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1004.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8494_20
"Mirror, probably from Huai Valley",,China,,Bronze,Diam x D: 9.2 x 0.6 cm (3 5/8 x 1/4 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image1005.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_01
Rubbing from an individual piece of the Duanfang (Tuan-fang) altar set of bronzes in the Metropolitan Museum of Art,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1006.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8446_25
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1007.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-368_1
Arrowhead; bent tip,,China,,Iron,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1008.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-44
Arrowhead,,China,,Iron,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1009.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-42
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1010.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-352_1
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1011.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-206_1
Lacquered leather box,,China,,Lacquered leather with metal clasp,H x W x D: 4.8 x 35.4 x 20.1 cm (1 7/8 x 13 15/16 x 7 15/16 in),,,,Container,,,,,All_images1.0\image1012.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8514_24
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1013.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_12
Rubbing from an individual piece of the Duanfang (Tuan-fang) altar set of bronzes in the Metropolitan Museum of Art,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1014.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8446_20
Large head of a Bodhisattva,,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images1.0\image1015.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8506_23
"Fragment, veneer part of tile",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Architectural Element,,,,,All_images1.0\image1016.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-833_1
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1017.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-214_1
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1018.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-301_1
Fragment of bowl,,China,,"Porcelain with iron glaze on outside, pale blue translucent (qingbai) glaze on inside",,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image1019.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-107v2
Figure (fragment),,China,,Bronze,H x W: 3.6 x 2.3 cm (1 7/16 x 7/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image1020.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7677_24
Lacquered leather box,,China,,Lacquered leather with metal clasp,H x W x D: 5 x 34.8 x 20.3 cm (1 15/16 x 13 11/16 x 8 in),,,,Container,,,,,All_images1.0\image1021.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8530_21
Rubbings of stone Buddhist stele; a. front; b. back engraved with inscription dated 564,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1022.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_12
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1023.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-242_1
Rubbings of sarcophagus and epitaph of Prince Chen-ching who died in 524 B.C.E.,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1024.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_16
Four-pointed caltrop,,China,,Iron,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image1025.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-45
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1026.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-329_1
"1 of rubbings of stone relief sculpture at the Lien-hua Cave, Lung-men, Honan province. (FSC-R-273 through FSC-R-281)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1027.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_23
Figure: animal,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images1.0\image1028.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-279_1
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1029.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-205-000002
"1 of rubbings of stone relief sculpture at the Lien-hua Cave, Lung-men, Honan province. (FSC-R-273 through FSC-R-281)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1030.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_28
"Rubbing of stone sculpture at the Pin-yang Cave, Lung-men, Honan. Designs on the low platform on the floor of the cave.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1031.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_17
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1032.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-333_1
Garment hook (fragment),,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1033.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-208_1
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1034.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_14
Lacquered leather box,,China,,Lacquered leather with metal clasp,H x W x D: 10.5 x 27 x 14.9 cm (4 1/8 x 10 5/8 x 5 7/8 in),,,,Container,,,,,All_images1.0\image1035.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8521_06
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1036.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-297_1
Oval-shaped opaque white jar,,China,probably 1850-1911,Glass,H x Diam (overall): 10.4 x 8.5 cm (4 1/8 x 3 3/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.255.12",,,Vessel,,,,,All_images1.0\image1037.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8092_11
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1038.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-313_1
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1039.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8511_11
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1040.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-200_1
Ceremonial vessel in the shape of a bird,,China,,Bronze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image1041.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-65_1-000001
Rubbing of inkstone with design of lotus pond and pair of ducks at upper left,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1042.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_14
Knife,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1043.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-220_1
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1044.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-241
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1045.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_07
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1046.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8511_12
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1047.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8511_13
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1048.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-308_1
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1049.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-296_1
Lacquered leather box,,China,,Lacquered leather with metal clasp,H x W x D: 11.3 x 38.2 x 22.7 cm (4 7/16 x 15 1/16 x 8 15/16 in),,,,Container,,,,,All_images1.0\image1050.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8514_29
Fragment of bowl,,China,,Porcelain with milky glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image1051.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-106v1
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1052.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-215_1
Round squat ting with lid,,China,,Bronze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image1053.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-69a-b_1-000001
"Duplicate of rubbing F80.84 (rubbing of stone sculpture at Caves 2 and 3, T'ien-lung-shan, Shansi province",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1054.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_28
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1055.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-335_1
Small Buddhist votive stele,,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images1.0\image1056.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8506_08
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1057.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-343_1
Scenery on Fuchun River,Huang Binhong (1865-1955),China,1920,Ink and color on paper,H x W (image): 127.9 x 31.4 cm (50 3/8 x 12 3/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1058.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6898_10
Rock-Clinging Pines Line the River Bank,Huang Binhong (1865-1955),China,1928,Ink on paper,H x W (image): 75.2 x 38.8 cm (29 5/8 x 15 1/4 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1059.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6898_01
Rocky Crag,Huang Binhong (1865-1955),China,1930-1940,Ink and color on paper,H x W (image): 87.5 x 33.9 cm (34 7/16 x 13 3/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1060.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6888_02
Ritual wine container (Zun),,China,11th-10th century BCE,Bronze Cast,H x W x D: 24.9 x 19.3 x 19.3 cm (9 13/16 x 7 5/8 x 7 5/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1061.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6285_12
Apsaras,,China,8th-10th centuries,Jade,H x W x D: 3.1 x 9.8 x 3.4 cm (1 1/4 x 3 7/8 x 1 5/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images1.0\image1062.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7936_15
Carved lacquer circular dish,,China,late 15th-mid 16th century,Carved red lacquer on wood core,H x W x D: 2.4 x 18.1 x 18.1 cm (15/16 x 7 1/8 x 7 1/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1063.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8284_14
Hairpin (faji),,China,ca. 3rd-2nd century BCE,Jade,H x W x D: 3.2 x 13.5 x 1.7 cm (1 1/4 x 5 5/16 x 11/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1064.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-4047_20h
Cup (Bei),,China,11th-13th centuries,Jade,H x Diam: 6.3 x 6.3 cm (2 1/2 x 2 1/2 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1065.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.777_001
Buddhist Monk (He shang),,China,11th-12th century,Jade,H x W x D: 6.7 x 5 x 3.6 cm (2 5/8 x 1 15/16 x 1 7/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images1.0\image1066.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6893_01
The Pleasure Dwelling,Huang Binhong (1865-1955),China,1920s,Ink and color on paper,H x W (image): 76 x 31.6 cm (29 15/16 x 12 7/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1067.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6897_01
Ritual Wine Container,,China,8th century BCE,Bronze Cast,H x W x D: 21.5 x 25.1 x 25 cm (8 7/16 x 9 7/8 x 9 13/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1068.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6352_02
Sword pommel with quatrefoil,,China,206 BCE-220 CE,Jade (nephrite),H x Diam: 1 × 4.3 cm (3/8 × 1 11/16 in),Gift of Arthur M. Sackler,,,Weapon and Armament,,,,,All_images1.0\image1069.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.782_001
Ritual Food Vessel,,China,6th century BCE,Bronze Cast,H x W x D: 26.1 x 30.7 x 26.5 cm (10 1/4 x 12 1/16 x 10 7/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1070.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6351_10
Red Plum Blossoms,Huang Binhong (1865-1955),China,1950s,Ink and color on paper,H x W (image): 33.3 x 33.8 cm (13 1/8 x 13 5/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1071.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6897_08
Reticulated ring,,China,18th-early 20th century,Jade,H x W x D: 11.2 x 11.4 x 1.1 cm (4 7/16 x 4 1/2 x 7/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1072.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6025_03
Bird staff finial,,China,12th-13th century,Jade,H x W x D: 5.1 x 8 x 4.2 cm (2 x 3 1/8 x 1 5/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1073.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6025_06
Ritual wine container (Fuji you),,China,11th century BCE,Bronze Cast,H x W x D: 37.9 x 19.6 x 19.4 cm (14 15/16 x 7 11/16 x 7 5/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1074.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6285_10
Scabbard chape (bi),,China,3rd-1st century BCE,Jade,H x W x D: 3.8 x 6.6 x 1.8 cm (1 1/2 x 2 5/8 x 11/16 in),Gift of Arthur M. Sackler,,,Weapon and Armament,,,,,All_images1.0\image1075.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5983_11
Food Vessel,,China,ca. 12th-11th century BCE,Bronze,H x W x D: 20.2 x 17.2 x 16.8 cm (7 15/16 x 6 3/4 x 6 5/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1076.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6351_03
Lacquered and basketry panel circular box,,China,Late 16th-early 17th,"Black lacquer on wood core with polychrome pigments, gilding, and bamboo basketry",H x W x D: 13.9 x 33.8 x 33.8 cm (5 1/2 x 13 5/16 x 13 5/16 in),Gift of Arthur M. Sackler,,,Container,,,,,All_images1.0\image1077.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7416_43
Laozi Delivering the Daodejing,Traditionally attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,16th century,Ink on paper,H x W (image): 24.8 x 51.8 cm (9 3/4 x 20 3/8 in),Gift of Eugene and Agnes E. Meyer,,,Painting,,,,,All_images1.0\image1078.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6187_02
Composing Poetry beneath a Pine,"Zhang Daqian 張大千 (China, 1899-1983)",China,1920-1929,Ink and color on paper,H x W (image): 106 x 51.5 cm (41 3/4 x 20 1/4 in),Purchase — Smithsonian Unrestricted Trust Funds,,,Painting,,,,,All_images1.0\image1079.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_43
Garment hook (daigou),,China,2nd century BCE-2nd century CE,Jade (nephrite),H x W x D: 5.1 x 1.5 x 2.8 cm (2 x 9/16 x 1 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1080.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5844_08
Ritual wine container (zuwu you),,China,11th century BCE,Bronze Cast,H x W x D: 20.5 x 20.7 x 13.1 cm (8 1/16 x 8 1/8 x 5 3/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1081.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7382_07
Dwellings in a Rocky Landscape,Huang Binhong (1865-1955),"Shanghai, Anhui province, China",1920s,Ink and color on paper,H x W (image): 113.1 x 32.8 cm (44 1/2 x 12 15/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1082.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6897_02
Ritual wine container (Jia),,China,11th-10th century BCE,Bronze Cast,H x W x D: 36.4 x 22 x 25 cm (14 5/16 x 8 11/16 x 9 13/16 in),Gift of The Arthur M. Sackler Foundation,,,Vessel,,,,,All_images1.0\image1083.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6286_12
Nine-headed Bodhisattva Avalokiteshvara (Guanyin),,China,1644-1911,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images1.0\image1084.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8506_01
Ritual wine vessel (yu),,China,11th century BCE,Bronze,H x W x D: 16.9 x 24.1 x 14.9 cm (6 5/8 x 9 1/2 x 5 7/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1085.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7691_16
Ritual Wine Container,,China,10th century BCE,Bronze Cast,H x W x D: 20.1 x 17.7 x 17.7 cm (7 15/16 x 6 15/16 x 6 15/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1086.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6102_10
Ritual wine container (fanglei),,China,11th century BCE,Bronze,H x W x D: 34.1 x 25.9 x 20.1 cm (13 7/16 x 10 3/16 x 7 15/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1087.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7384_05
Carved lacquer square dish,,China,1400-1425,Carved red lacquer on wood core,H x W x D: 2.8 x 17.5 x 17.6 cm (1 1/8 x 6 7/8 x 6 15/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1088.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7416_36
Cup stand (tuozhan) in the form of a lotus pod,,China,1127-1279,Black lacquer on wood core,H x W: 6.1 x 16.1 cm (2 3/8 x 6 5/16 in),Gift of Arthur M. Sackler,,,Furniture and Furnishing,,,,,All_images1.0\image1089.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7392_10
Garment hook,,China,mid 10th-late 13th century or later,Bronze,W (overall): 10.8 cm (4 1/4 in),Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image1090.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-212_1
Cosmetic box (lian) in the form of a lotus pod with lotus scrolls,,China,late 13th-late 14th century,Black lacquer on wood core with gold paint (miaojin) and metal wire,H x Diam (overall): 17.7 x 217 cm (6 15/16 x 85 7/16 in),Gift of Arthur M. Sackler,,,Container,,,,,All_images1.0\image1091.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7416_29
Carved Lacquer Dish,Attributed to Zhang Cheng,China,14th century,Carved red and black lacquer (tixi) on wood core,H x W x D: 2.9 x 21.8 x 16 cm (1 1/8 x 8 9/16 x 6 5/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1092.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8284_23
Garment hook,,China,ca. 2nd-1st century BCE,Bronze,H x W x D: 9.8 x 4.4 x 1.8 cm (3 7/8 x 1 3/4 x 11/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1093.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6192_03
Garment hook (daigou),,China,2nd century BCE-2nd century CE,Jade (nephrite),H x W x D: 10.9 x 5.6 x 1.5 cm (4 5/16 x 2 3/16 x 9/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1094.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7383_28
Plaque for a table screen,,China,18th century,"Variegated slate, possibly enhanced by dye",H x W x D: 19.5 x 12.5 x 1.5 cm (7 11/16 x 4 15/16 x 9/16 in),Bequest of Elizabeth Hamm Glass,,,Sculpture,,,,,All_images1.0\image1095.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7919_10
